incident_id,facility_id,facility_name,starting_date,ending_date,attack_type,result,description,full_discription,source_url_1,source_url_2,archived_resources,has_image,image_url,archived_image,video_url,archived_video,civilians_killed,civilians_injured,hw_killed,hw_injured,added_by,reviewed_by,,submission_id,added_by,reviewed_by
INC-032,FAC-005,Al-Amal Hospital,2024-01-31,,"gunfire, invasion","The hospital courtyard was stormed by Israeli forces. Two hospital staff killed by Israeli gunfire at the gate of the hospital and according to one Al Jazeera report at least 10 people were injured. A Woman and an infant died at the hospital due to the lack of oxygen supplies. Al Jazeera reported that 12 people were killed and 6 injured, but the PRCS post on X that they list as the source of this information is unavailable and these numbers do not appear in other sources","On 31 January, the Palestine Red Crescent Society (PRCS) reported that one staff member at Al-Amal Hospital had been killed by gunfire near the hospital gates. On the same day, an older woman and an infant died in Al-Amal hospital due to the lack of oxygen that they were depending on and were buried in the hospital yard, according to PRCS. On 31 January, PRCS reported that the courtyard of Al-Amal Hospital was stormed and that Israeli Forces were positioned in front of the ER external gate... On 31 and 30 January, attacks were reported near Al-Amal Hospital and the PRCS headquarters in Khan Younis.  [OCHA 107]",,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-107,"https://aje.io/5g3kdw?update=2667643 , https://aje.io/i37ezs?update=2664531 ,  https://reliefweb.int/report/occupied-palestinian-territory/ifrc-three-palestine-red-crescent-members-killed-unacceptable , https://x.com/PalestineRCS/status/1752617466042163322 , https://x.com/PalestineRCS/status/1752782168357548065?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1752782168357548065%7Ctwgr%5Ea789729772131ee94d6ff8ac3d7cf1e4cab87495%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.aljazeera.com%2Fnews%2Fliveblog%2F2024%2F1%2F31%2Fisraels-war-on-gaza-live-severe-hunger-in-gaza-as-aid-trucks-surrounded , https://x.com/PalestineRCS/status/1752760526252200009?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1752760526252200009%7Ctwgr%5Ea789729772131ee94d6ff8ac3d7cf1e4cab87495%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.aljazeera.com%2Fnews%2Fliveblog%2F2024%2F1%2F31%2Fisraels-war-on-gaza-live-severe-hunger-in-gaza-as-aid-trucks-surrounded , https://x.com/PalestineRCS/status/1752681313109172282?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1752681313109172282%7Ctwgr%5Ea789729772131ee94d6ff8ac3d7cf1e4cab87495%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.aljazeera.com%2Fnews%2Fliveblog%2F2024%2F1%2F31%2Fisraels-war-on-gaza-live-severe-hunger-in-gaza-as-aid-trucks-surrounded , https://x.com/PalestineRCS/status/1753037664704409856 ",,No,,,,,,10,2,,,Tally,View Incident,,,
INC-033,FAC-005,Al-Amal Hospital,2024-01-02,,strike,"5 people killed, and 3 injured, including a first responder, extensive damage to facility","Al-Amal hospital was struck resulting in the death of five displaced individuals, including a five day old baby, and three injuries. One of the injured was a first responder volunteer. The strike severely damaged the hospital building and many of the 14000 people sheltering there decided to leave. The displaced people remaining at the hospital are concerned for their safety and are considereing leaving.",,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-82,"https://x.com/DrTedros/status/1742297186614816836/video/2 , https://x.com/PalestineRCS/status/1742261949562232883 , https://www.facebook.com/reel/318143097856794 ",,Yes,,,"https://www.unocha.org/media-centre/gaza-al-amal-hospital-2-january-2024, https://x.com/PalestineRCS/status/1742261949562232883 , https://www.facebook.com/reel/318143097856794 ",,5,2,,1,,Tally,View Incident,,,
INC-034,FAC-005,Al-Amal Hospital,2024-02-14,2024-02-15,shelling-vicinity,Building sustained damage due to intense shelling in the vicinity of the hospital,"On 14 and 15 February, PRCS reported that Al-Amal hospital building sustained damage due to intense shelling in the vicinity of the hospital.",,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-119,https://x.com/PalestineRCS/status/1757913574431920631?s=20,,No,,,,,,,,,,Tally,View Incident,,,
INC-035,FAC-005,Al-Amal Hospital,2024-02-16,,unidentified,"Second floor hit by tank fire, damaged two nursing stations","Occupation tanks have just targeted the second floor of Al-Amal Hospital in Khan Yunis, resulting in very severe damage in two nursing rooms, but there were no injuries among the staff or patients. It's worth noting that occupation tanks have been stationed at the hospital gates for two weeks, preventing the entry of any aid or logistical supplies.",,https://x.com/PalestineRCS/status/1758443176707178754 ,,,Yes,https://www.facebook.com/PalestineRCS/posts/pfbid09isjDDMDrMWL1yUM69iAwo5sbpqaF63C4r3KMhRh6hLRXYiuWYHcJuoJMMkLPUdel,,,,,,,,,Tally,View Incident,,,
INC-036,FAC-005,Al-Amal Hospital,2024-02-18,,artillery shelling,"Third floor damaged by artillary fire, central maintanance room destroyed","On 18 February, PRCS reported that the third floor of the hospital sustained damage by artillery shelling and the destruction of the central maintenance room. ",,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-121,"https://x.com/PalestineRCS/status/1759115199854850395?s=20 , https://english.wafa.ps/Pages/Details/141767 ",,Yes,https://www.facebook.com/PalestineRCS/posts/pfbid0fRmpuGQdyCcWTi4SsggJJ3JccFQNGQZuLNrpxU8Y9SEsSJmxjC9aRVg99jdXLvkvl,,,,,,,,,Tally,View Incident,,,
INC-037,FAC-005,Al-Amal Hospital,2024-02-19,,artillery shelling,"Bombardments causing damage to building including the water desalination plant which was put out of commission, leaving only three days of drinkable water","On 19 February, PRCS reported that the water desalination station at the facility is no longer functional after being hit by Israeli forces, and that available drinking water is only sufficient for three days. The facility already faces a lack of fuel reserves to generate electricity for high-risk patients and a near exhaustion of food supplies and has reportedly sustained damage due to recent artillery shelling.",,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-122,"https://x.com/PalestineRCS/status/1759577522528764227 , https://www.facebook.com/watch/?v=1366316280923065 ",,Yes,https://x.com/PalestineRCS/status/1759657556224483493,,,,,,,,,Tally,View Incident,,,
INC-038,FAC-005,Al-Amal Hospital,2024-02-20,,Bombardment,"Attack targeting the third and fourth floor of the hospital led to the injury of 4 individuals, and the burning of two rooms","Al-Amal Hospital is currently under multiple attacks, as Israeli forces have directly targeted the third floor of the hospital, resulting in the burning of two rooms. Additionally, the hospital’s water lines were targeted. Furthermore, a house opposite the hospital was targeted while the PRCS team and a delegation from UNRWA were present in the courtyard of Al-Amal Hospital (PRCS on Facebook). In a post on X, PRCS states that 3 patient companions were injured during the attack while Humanitarian Response Report No: 3/2024 says that 4 staff and patients were injured, due to lack of clarity, this is recorded as 4 civilian injuries. Addtionally different sources report that the third or fourth floor of the hospital was targeted. ",,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-123,"https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-response-report-no-32024-february-17-21-2024-2400-enar#:~:text=Al%2DAmal%20Hospital:%20it%20has,near%20exhaustion%20of%20food%20supplies. , https://www.facebook.com/PalestineRCS/posts/pfbid01EfXUZ7srCh64fDRyWHRgcj4GXSWr1GAzeBr4Nn2A9GbtjvYWv6UE6sChfyB9Jt4l , https://www.facebook.com/PalestineRCS/posts/pfbid0xvt4DqkyB8o8pnPUTgiz3kU83yGv6qi9nNWu3Xr7gNrGNQtYEJCYovA97cR6SPGl , https://x.com/PalestineRCS/status/1759982450933944757?s=20 ",,Yes,,,https://www.facebook.com/PalestineRCS/videos/1779563122669580/,,,4,,,,Tally,View Incident,,,
INC-039,FAC-005,Al-Amal Hospital,2024-01-03,,vicinity bombed,Vicinity of Al-Amal and PRCS bombed multiple times,"On 3 January, the vicinity of Al-Amal hospital and Palestine Red Crescent Society (PRCS) in Khan Younis was bombed multiple times throughout the day. Casualty numbers are unconfirmed as of yet. Multiple displaced families that had been sheltering in the building and in the PRCS headquarters attempted to evacuate as a result of the bombing on 2 January. A training centre run by PRCS within the hospital complex was severely damaged. OCHA and the World Health Organization (WHO) visited the hospital, witnessing extensive damage and displacement of civilians. An estimated 14,000 people were sheltering at the hospital at the time of the attack.",,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-83,https://english.wafa.ps/Pages/Details/140465,,No,,,,,,,,,,Tally,View Incident,,,
INC-040,FAC-005,Al-Amal Hospital,2024-03-24,2024-03-26,Invasion / Ground Assault,"Israeli military has forced hospital staff and wounded patients to evacuate Al-Amal Hospital and closed the entrances with dirt barriers, the hospital is no longer operational.","In Khan Younis, amid intensive military operations, the Israeli military has forced hospital staff and wounded patients to evacuate Al-Amal Hospital using smoke bombs, they have also closed the hospital gate and block roads with dirt barriers, according to the Palestine Red Crescent Society (PRCS). Starting on the night of 24 March, staff and patients were stuck in ambulances outside the hospital for 20 hours due to the damage to roads around the hospital and dirt barriers that the IDF built. When two individuals tried to move debris from the road they were fired at by IDF soldiers (PRCS on X). On 25 March, PRCS, the International Committee of the Red Cross (ICRC), and OCHA evacuated six patients and a companion, 27 staff, and retrieved the bodies of two people who were killed inside the hospital, including a PRCS volunteer who was a member of the Emergency Operations Room. As of 26 March, both the hospital and the nearby PRCS headquarters have ceased functioning. On the same day, IFRC issued a statement, emphasizing that sustained hostilities in and around Al-Amal Hospital for over 40 days have placed PRCS teams and patients in grave danger, and that the “forced closure of Al-Amal Hospital, one of the few remaining medical facilities in the south [and the second PRCS hospital to shut down], has profound implications, leaving countless lives at risk.” [OCHA Flash Update #147]",,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-147,"https://www.ifrc.org/article/ifrc-statement-closure-al-amal-hospital-gaza , https://x.com/PalestineRCS/status/1772625220915888309 , https://x.com/PalestineRCS/status/1772374518058680709?s=20 , https://x.com/IDF/status/1772176376197521626 , https://x.com/PalestineRCS/status/1772223582417965154?s=20 , https://x.com/PalestineRCS/status/1771842738457116737 , https://english.wafa.ps/Pages/Details/142688 ",,Yes,,,https://www.youtube.com/watch?v=qJ-bvHAHqD4,,1,,1,,,Tally,View Incident,,,
INC-041,FAC-005,Al-Amal Hospital,2024-01-04,,vicinity bombed,"3rd consecutive day of bombardment in area of Al-Amal hospital resulting in multiple deaths and injuires, and damage to communications","On 4 January, the vicinity of Al-Amal hospital and Palestine Red Crescent Society (PRCS) in Khan Younis was struck for the third consecutive day. PRCS reported that seven IDPs sheltering in the compound, including a five-day-old baby, had been killed [five deaths, including the baby happened on 2 Jan, 2 other deaths occured on 3 or 4 Jan], while another 11 people were injured over the three days of bombardment [ 3 people injured on 2 Jan, 8 other injuries occured on 3 or 4 Jan]. PRCS also reported that dozens of residential buildings and people gathered at the entrance of Al-Amal Hospital had been hit, resulting in dozens more deaths and injuries [OCHA Flash Update #84]. In addition, the shelling resulted in the destruction of the transmitter station of the PRCS communications VHF, which is the only means of communication in the PRCS headquarters of Khan Yunis after the destruction of all means of communication in the Khan Yunis Governorate. The damage to the VHF communications system is a major obstacle to the response of ambulance crews to the wounded, the sick, and humanitarian cases [PRCS report 4 Jan 2024].",,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-84,https://www.palestinercs.org/public/files/image/2024/statements/en%20Al%20Amal%20Hospital%20statement%2004012024.pdf,,No,,,,,2,8,,,,Tally,View Incident,,,
INC-042,FAC-005,Al-Amal Hospital,2024-08-24,,drone strike,Second floor of the Hospital’s Rehabilitation block struck by Israeli drones,"Today, the second floor of PRCS Al-Amal Hospital's ""Rehabilitation Department"" was directly fired upon by Israeli drones. It is important to note that patients were present in the department for monitoring and treatment, but no staff or patients were harmed. [PRCS on X]",,https://www.ochaopt.org/content/humanitarian-situation-update-209-gaza-strip,https://x.com/PalestineRCS/status/1827343615989104963,,No,,,,,,,,,,Tally,View Incident,,,
INC-043,FAC-005,Al-Amal Hospital,2024-04-09,,unidentified,Footage released on PRCS facebook showing damage to Al-Amal hospital after Israeli forces withdrew,"The deliberate destruction carried out by Israeli occupation soldiers inside the PRCS Al-Amal Hospital in Khan Yunis has resulted in extensive devastation, rendering the hospital incapable of providing services to patients and wounded individuals. Following their invasion, the soldiers utilized force, gunfire, and smoke bombs to coerce everyone inside to evacuate [PRCS on Facebook].",,https://www.facebook.com/reel/957102225874566,,,Yes,,,"https://www.facebook.com/reel/957102225874566 , https://www.facebook.com/reel/974524121055351 , https://www.facebook.com/reel/417990014165900 , https://genocide.live/224 ",,,,,,,Tally,View Incident,,,
INC-044,FAC-005,Al-Amal Hospital,2025-06-09,,"hostility-vicinity, access limited","Hospital is essentially out of service due to hostility in area, new patients cannot access hospital because of restricted access","Access to the hospital is obstructed, preventing new patients from reaching care, and leading to more preventable deaths. The hospital still has patients who need care, but is not accepting new ones. Two emergency medical teams - one national, the other international - are still doing their best to serve the remaining patients with the limited medical supplies left on the premises.",,https://www.ochaopt.org/content/humanitarian-situation-update-296-gaza-strip,https://x.com/DrTedros/status/1932146182673019239,,No,,,,,,,,,,Tally,View Incident,,,
INC-045,FAC-006,Al-Aqsa Martyrs Hospital,2024-03-31,,Unidentified,Tent hit in the courtyard of Al Aqsa Hospital,"While he WHO team was at the medical facility, and IDP tent was hit in the countryard of the Hospital, killing four civilians and injuring at leat 17 others, including eight journalists,",,https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-149,https://x.com/DrTedros/status/1774477221278765248?s=20,,,,,,,4,17,,,,ysn,View Incident,,,
INC-046,FAC-006,Al-Aqsa Martyrs Hospital,2024-09-05,,Airstrike (Helicopter),Five Palestinians were reportedly killed and fifteen were injured when internally displaced people’s (IDP) tents were hit near the external clinics of the Hospital,"Five Palestinians were reportedly killed, and 15 others were injured, including children, when internally displaced people’s (IDP) tents were hit by an IDF Helicopter near the external clinics of the Hospital, The strike resulted in the destruction and burning of many tents located in the area,",,https://www.ochaopt.org/content/humanitarian-situation-update-214-gaza-strip,,,Yes,,,"https://www.youtube.com/watch?v=NPQ-vHQ34nE&t=17s , https://web.facebook.com/watch/?v=1566031537325544",,5,15,,,,ysn,View Incident,,,
INC-047,FAC-006,Al-Aqsa Martyrs Hospital,2025-09-01,,Airstrike,"IDP tents were shelled by Isearli warplanes, resulting in a number of injuries and material damage","According to the Gaza Government Media Office statement, Israeli warplanes shelled tents sheltering displaced Paletinians within the walls of the Hospital, whish resulted in a number of injuries and material damage,",,https://www.aa.com.tr/en/middle-east/israeli-warplanes-target-hospital-in-central-gaza/3674854,,,,,,,,,,,,,ysn,View Incident,,,
INC-048,FAC-006,Al-Aqsa Martyrs Hospital,2025-06-04,,Strikes,"roof of administration building was hit, damage to water tanks and solar panels","according to the Ministry of Health the roof of the administration building was hit. The spokesperson of the hospital said that three strikes hit the hospital, resulting in damages to the water tanks and solar panels. The spokesperson noted that medical staff continue to operate in the hospital.",,https://www.ochaopt.org/content/humanitarian-situation-update-294-gaza-strip,,,No,,,,,,,,,,ysn,View Incident,,,
