incident_id,_anchor,facility_id,attack_type_ar,result_ar,description_ar,full_discription_ar
INC-149,Indonesian Hospital,FAC-007,يضرب,تعرضت مولدات الطاقة الاحتياطية في المستشفى للضرب، مما تسبب في حريق كبير وانقطاع تام للتيار الكهربائي.,في 19 مايو، تعرضت مولدات الطاقة الاحتياطية للمستشفى للهجوم، مما تسبب في حريق هائل وانقطاع تام للتيار الكهربائي. وفي 20 مايو، أفادت منظمة الصحة العالمية بأن الأعمال العدائية الشديدة جعلت المستشفى بالكاد يعمل، حيث جُرفت الطرق ولم يتبق سوى 15 شخصًا في الداخل في حاجة ماسة إلى الطعام والماء.,
INC-150,International Eye Hospital,FAC-017,,تم تدمير الطابق الأرضي من المبنى، ثم تعرض المبنى لضربة أخرى، مما أدى إلى تحويله إلى ركام.,تُظهر إحدى الصور الطابق الأرضي المدمر للمبنى. من المحتمل أن يكون المبنى قد تعرض لقصف آخر، مما أدى إلى تحويله إلى ركام. وتظهر حفرة كبيرة في صور الأقمار الصناعية تُظهر آثار ما يبدو أنه غارة جوية إسرائيلية.,
INC-151,International Medical Corps Field Hospital,FAC-037,اشتباكات مسلحة / قتال,وأجبر تصاعد القتال المنظمة على الانتقال إلى مستشفاها الميداني الثاني في دير البلح.,"في الخامس من يونيو، أعلنت الهيئة الطبية الدولية أن تصاعد القتال أجبرها على نقل جميع المعدات والعمليات من مستشفاها الميداني الذي يضم 160 سريراً في محافظة رفح إلى مستشفاها الميداني الثاني في دير البلح، مما يسمح لها بمواصلة تقديم الخدمات الصحية الحيوية ""مع حماية سلامة وأمن مرضاها وموظفيها"".",
INC-152,Jordanian Field Hospital,FAC-029,قصف مدفعي,أصيب سبعة من أفراد الطاقم الطبي,في 15 نوفمبر، حوالي الساعة 20:30، أصابت قذيفة أطلقتها القوات الإسرائيلية المستشفى الميداني الأردني في مدينة غزة، مما أسفر عن إصابة سبعة من أعضاء الفريق الطبي، الذين كانوا أعضاء في الخدمات الطبية الملكية الأردنية.,
INC-153,Jordanian Field Hospital,FAC-029,قصف مدفعي,تسبب القصف المستمر في إلحاق أضرار بالمستشفى ومعداته، كما أدى إلى إعاقة الطرق المحيطة به.,أعلنت القوات المسلحة الفلسطينية نقل المستشفى من منطقة تل الهوى بمدينة غزة إلى خان يونس، مُعللة ذلك بمخاوف تتعلق بسلامة العاملين. وأشارت القوات المسلحة الفلسطينية إلى أن القصف المتواصل والقصف العنيف في الأسابيع الأخيرة قد ألحق أضراراً بواجهة المستشفى ومعداته، وأن المستشفى أصبح معزولاً بشكل متزايد، وأن الطريق المؤدي إليه بات خطيراً.,
INC-154,Jordanian Field Hospital - Khan Yunis,FAC-030,قصف مدفعي,تسبب في أضرار مادية,في التاسع من ديسمبر، تعرضت المنطقة المحيطة بالمستشفى للقصف، مما تسبب في أضرار مادية. ولم ترد أنباء عن وقوع إصابات.,
INC-155,Jordanian Field Hospital - Khan Yunis,FAC-030,قصف مدفعي,لحقت أضرار جسيمة وأصيب أحد الموظفين ومريض واحد.,في 17 يناير، نقلت وسائل الإعلام عن الجيش الأردني قوله إن مستشفاه الميداني في خان يونس قد تعرض لأضرار بالغة وأصيب أحد موظفيه ومريض واحد، وسط قصف من قبل القوات الإسرائيلية في المنطقة.,
INC-156,Jordanian Field Hospital - Khan Yunis,FAC-030,ضربة مباشرة (في الجوار),أضرار غير مباشرة للمنطقة المجاورة، تؤثر على المباني أو المناطق المحيطة,في الفترة ما بين 17 و19 مايو، تعرض هذا المرفق، إلى جانب العديد من المرافق الأخرى في غزة، لأضرار غير مباشرة عندما أثرت الغارات الإسرائيلية القريبة على مبانيه أو المناطق المحيطة به.,
INC-157,Kamal Adwan Hospital,FAC-001,غارة جوية,استهدفت سلسلتان من الغارات الجوية مدينة جباليا، وأسفرت إحداهما عن أربع وفيات وتسعة إصابات.,,
INC-158,Kamal Adwan Hospital,FAC-001,القتال - في الجوار,تطلبت المعارك العنيفة في محيطها إجلاء المرضى,,
INC-159,Kamal Adwan Hospital,FAC-001,الإضرابات في المنطقة,تعرضت مناطق قريبة من المستشفى للقصف، مما أسفر عن مقتل أشخاص وإلحاق أضرار بالمباني والمعدات.,,
INC-160,Kamal Adwan Hospital,FAC-001,غير محدد الهوية,تعرض قسم الولادة للهجوم.,,
INC-161,Kamal Adwan Hospital,FAC-001,قصف,قصف عنيف أسفر عن مقتل العشرات,,
INC-162,Kamal Adwan Hospital,FAC-001,منطقة القصف,تعرض محيط المستشفى لقصف شديد,,
INC-163,Kamal Adwan Hospital,FAC-001,غزو,غارة نفذتها القوات الإسرائيلية,,
INC-164,Kamal Adwan Hospital,FAC-001,غزو,داهمتها القوات الإسرائيلية، برفقة الدبابات,,
INC-165,Kamal Adwan Hospital,FAC-001,غزو,داهمتها القوات الإسرائيلية، برفقة الدبابات,,
INC-166,Kamal Adwan Hospital,FAC-001,غزو,انسحبت القوات الإسرائيلية من الموقع بعد أربعة أيام من حصاره.,,
INC-167,Kamal Adwan Hospital,FAC-001,غير محدد الهوية,تم إخراجها من الخدمة بسبب نقص الكهرباء والوقود اللازم لمولدها.,,
INC-168,Kamal Adwan Hospital,FAC-001,الغارات الجوية - المنطقة المحيطة,رئيس وحدة العناية المركزة قُتل في غارة جوية إسرائيلية. قنابل صغيرة القطر مزروعة خارج قسم الاستقبال والطوارئ.,,
INC-169,Kamal Adwan Hospital,FAC-001,يضرب,تعرض الطابق الثالث من المستشفى لضربة مباشرة مرتين في 31 أكتوبر و3 نوفمبر.,,
INC-170,Kamal Adwan Hospital,FAC-001,الأعمال العدائية - المنطقة المجاورة,أصبح الوصول صعباً بشكل متزايد؛ وقد وقعت أعمال عدائية شديدة في محيط المستشفى,,
INC-171,Kamal Adwan Hospital,FAC-001,محاصرون، تحت الهجوم,تعرض لأربع ضربات في 21 مايو، مما أدى إلى أضرار في وحدة العناية المركزة، والاستقبال، والإدارة، والسقف.,مستشفى كمال عدوان لم يعد يعمل.,
INC-172,Kamal Adwan Hospital,FAC-001,تم إجلاؤهم,تم إجلاء جميع العاملين في المجال الصحي والمرضى.,,
INC-173,Kamal Adwan Hospital,FAC-001,القصف والقصف,تعرض المستشفى لهجمات نارية وقنابل وقذائف في أربع مناسبات بين 3 و7 ديسمبر، مما أسفر عن مقتل سبعة أشخاص بينهم أربعة مسعفين وطفل، وإصابة ثلاثة على الأقل من الطاقم الطبي بالإضافة إلى مرضى ومرافقيهم، وتضرر خزانات المياه والوقود ومحطة الأكسجين. وفي 6 ديسمبر، حاصرت الدبابات الإسرائيلية المستشفى وأمرت السكان بالإخلاء.,,
INC-174,Kamal Adwan Hospital,FAC-001,يضرب,كما تعرض مدخل مختبر كمال عدوان للهجوم,,
INC-175,Kamal Adwan Hospital,FAC-001,غزو,في يومي 25 و26 أكتوبر، اقتحم جنود إسرائيليون المستشفى. وأُصيب بعض العاملين، بينما دُمّرت ثلاث سيارات إسعاف ومركبة نقل ونظام توليد الكهرباء بالطاقة الشمسية. ومن بين فريق المستشفى المكون من 70 فرداً، اعتُقل 44 من الذكور.,,
INC-176,Kamal Adwan Hospital,FAC-001,الهجمات,بين 11 و17 ديسمبر، وقعت هجمات شبه يومية على المنشأة أو بالقرب منها، حيث حطمت الأنقاض والانفجارات الأبواب والنوافذ، مما تسبب في مزيد من الأضرار لخزانات المياه ومولدات الكهرباء وشبكة إمداد الأكسجين، وأشعلت حريقًا في الطابق الثالث من المستشفى.,,
INC-177,Kamal Adwan Hospital,FAC-001,يضرب,أسفر قصف على بوابة المستشفى عن مقتل ستة فلسطينيين وإصابة آخرين. وفي 18 نوفمبر/تشرين الثاني، أصابت شظايا أحد العاملين في وحدة العناية المركزة.,,
INC-178,Kamal Adwan Hospital,FAC-001,يضرب,ولا تزال تتعرض للهجوم، حيث شهدت سبعة هجمات على الأقل,,
INC-179,Kamal Adwan Hospital,FAC-001,يضرب,في 17 ديسمبر، تعرض مبنى للشرطة لهجوم أمام البوابة الغربية، حيث أفادت التقارير بمقتل ثمانية فلسطينيين. كما اخترقت الرصاصات وحدة العناية المركزة، مما أدى إلى اندلاع حريق، بالإضافة إلى جناح الولادة وقسم الجراحة التخصصية.,,
INC-180,Kamal Adwan Hospital,FAC-001,غزو,تعرضت المستشفى لغارة من القوات الإسرائيلية وأُخرجت عن الخدمة. وتعرضت بعض أجزاء المستشفى للحرق والتلف الشديد خلال الغارة، بما في ذلك المختبر، ووحدة الجراحة، وقسم الهندسة والصيانة، وغرفة العمليات، ومخزن الأدوية.,,
INC-181,Kamal Adwan Hospital,FAC-001,الإضرابات في المنطقة,أضرار غير مباشرة للمبنى,,
INC-182,Kuwait Field Hospital,ID Not Found,العمليات المتوقفة,توقفت العمليات في 27 مايو، وقُتل اثنان من الموظفين بالقرب من بوابة المستشفى,توقف مستشفى الكويتي في رفح عن العمل في 27 مايو؛ ووفقًا لتقارير إعلامية نقلت عن مدير المستشفى، فقد حدث ذلك بعد مقتل اثنين من الطاقم الطبي عندما أصيبت بوابة المستشفى.,
INC-183,Kuwait Field Hospital,ID Not Found,ضربة مباشرة,في 15 أبريل، أفادت التقارير بمقتل أحد العاملين في المستشفى الميداني الكويتي وإصابة تسعة آخرين من الطاقم الطبي والمرضى عندما تم استهداف المدخل الخلفي للمستشفى.,وبحسب بيان صحفي صادر عن إدارة المستشفى، فقد أصاب صاروخ المدخل الشمالي للمنشأة صباحاً، مما أدى إلى مقتل أحد أفراد الطاقم الطبي، وإصابة تسعة (9) من أفراد الطاقم الطبي والمرضى.,
INC-184,Kuwait Field Hospital,ID Not Found,الإضرابات,اصطدام ببوابة المستشفى، مما أسفر عن مقتل عامل وتدمير 4 سيارات إسعاف,في 22 أبريل، تعرضت بوابة المستشفى الميداني الكويتي للقصف، مما أسفر عن مقتل أحد العاملين وتدمير أربع سيارات إسعاف.,
INC-185,Kuwait Field Hospital,ID Not Found,ضربة مباشرة (في الجوار),تم تعليق العمليات الجراحية بسبب تضرر مولد الكهرباء في المستشفى وأقسام أخرى.,في 17 مايو/أيار، أفادت التقارير بتعرض خيمة للنازحين بجوار المستشفى الميداني الكويتي لهجوم، ما أسفر عن مقتل ستة فلسطينيين. وأعلن المستشفى تعليق العمليات الجراحية حتى إشعار آخر بسبب الأضرار الجسيمة التي لحقت بمولد الكهرباء وأقسام أخرى. وفي 19 مايو/أيار، وبعد إجراء إصلاحات جزئية، أعلن المستشفى استئناف العمليات في قسم الجراحة للحالات الطارئة فقط.,
INC-186,MSF Clinic,FAC-041,غلاف دبابة,لحقت أضرار بالمبنى، واحترقت خمس سيارات تابعة لمنظمة أطباء بلا حدود وتحطمت.,في 20 نوفمبر/تشرين الثاني، تعرضت عيادة تابعة لمنظمة أطباء بلا حدود في مدينة غزة لقصف مدفعي، ما أسفر عن أضرار في المبنى واحتراق وتدمير خمس سيارات تابعة للمنظمة جراء القصف. وحذرت المنظمة من أن 21 شخصاً موجودون في العيادة، وقد يكونون في خطر شديد، ولا يزال وضعهم مجهولاً.,
INC-187,MSF Premise 01,FAC-040,الذخيرة الحية,تم إطلاق الذخيرة الحية على المبنى الذي لجأ إليه أكثر من 100 شخص، بمن فيهم الطاقم الطبي وعائلاتهم.,في 14 نوفمبر، أفادت منظمة أطباء بلا حدود أنه تم إطلاق ذخيرة حية على أحد مبانيها الثلاثة (بالقرب من مستشفى الشفاء)، حيث لجأ أكثر من 100 شخص، بمن فيهم الموظفون وعائلاتهم.,
INC-188,MSF Urgent Care Unit - Khan Younis,FAC-042,غارة جوية,في الأول من أبريل، قُتل أحد موظفي منظمة أطباء بلا حدود، الذي كان يعمل في وحدة الرعاية العاجلة التابعة للمنظمة، مع زوجته وابنته البالغة من العمر 28 عاماً.,قُتل أحد العاملين في منظمة أطباء بلا حدود مع اثنين من أفراد أسرته خلال غارة جوية في خان يونس بغزة، وسط أعمال عدائية مستمرة تؤثر على المدنيين والعاملين في المجال الطبي.,
INC-189,Muhammad Al-Durrah Children's Hospital,FAC-012,إضراب / إخلاء قسري,تم إجلاء المرضى بعد توقف الخدمة,إلى جانب 23 مستشفى في شمال غزة تلقت أوامر إخلاء وتعرضت للترهيب والاستهداف المباشر. ففي الفترة من 7 أكتوبر/تشرين الأول إلى 12 أكتوبر/تشرين الأول، تضررت المستشفى واضطر المرضى إلى الإخلاء.,
INC-190,Muhammad Al-Durrah Children's Hospital,FAC-012,إخلاء قسري,تضرر المستشفى، واضطر المرضى إلى الإخلاء.,أفادت منظمة الصحة العالمية بأن هذا المستشفى هو واحد من أربعة مستشفيات في شمال غزة تم إخلاؤها.,
INC-191,Muhammad Al-Durrah Children's Hospital,FAC-012,غير محدد الهوية,في 23 أبريل، أسفرت الهجمات على مستشفى الدرة للأطفال في مدينة غزة عن أضرار لحقت بقسم العناية المركزة وألواح الطاقة الشمسية بالمستشفى.,,
INC-192,Muhammad Youssef Al-Najjar Hospital,FAC-018,إخلاء قسري,صدر أمر إخلاء وأدى إلى إخلاء المستشفى في 7 مايو,أفادت منظمة الصحة العالمية بأن قسم غسيل الكلى في المستشفى كان القسم الوحيد المتبقي في غزة، ومثّل شريان حياة لمرضى الفشل الكلوي. وبعد إجلاء المستشفى، تم نقل 1500 مريض بالفشل الكلوي كانوا يتلقون العلاج فيه سابقاً.,
INC-193,Muhammad Youssef Al-Najjar Hospital,FAC-018,مدمر,دُمر المستشفى إلى حد كبير بعد عملية إجلاء سابقة,,
INC-194,Nasser Medical Complex,FAC-002,غارة جوية,تعرض مدخل المستشفى للهجوم، مما أسفر عن مقتل شخصين وتضرر المدخل.,في الرابع من نوفمبر/تشرين الثاني، أفادت التقارير باستهداف مدخلي مستشفى ناصر للأطفال ومستشفى القدس في مدينة غزة خلال غارات جوية إسرائيلية. وأسفرت الغارات عن مقتل شخصين وإصابة العشرات، فضلاً عن أضرار لحقت بمدخلي هاتين المؤسستين الصحيتين.,
INC-195,Nasser Medical Complex,FAC-002,غير محدد الهوية,ثقوب في جدران غرف متعددة، بما في ذلك غرفة التصوير.,يبدو أن اللقطات تُظهر أضرارًا جسيمة، بما في ذلك ثقوب في جدران غرف متعددة، بما في ذلك غرفة تستخدم للتصوير.,
INC-196,Nasser Medical Complex,FAC-002,غارة جوية,قُتل ثلاثة أشخاص وأصيب العشرات. وتوقف مستشفى الأطفال عن العمل بعد تعرضه لأضرار جسيمة.,استُهدف مستشفى ناصر للأطفال في مدينة غزة خلال غارة جوية، ما أسفر عن مقتل ثلاثة أشخاص وإصابة العشرات. وقد أدى ذلك إلى توقف عمليات المستشفى.,
INC-197,Nasser Medical Complex,FAC-002,الحصار / التطويق,المستشفى محاط,بحلول الظهر، أفادت التقارير بأن القوات البرية الإسرائيلية أكملت تطويق أربعة مستشفيات في منطقة عن ناصر بمدينة غزة. أحد هذه المستشفيات، وهو مستشفى للأطفال، توقف عن العمل في 9 نوفمبر/تشرين الثاني بعد تعرضه لأضرار جسيمة.,
INC-198,Nasser Medical Complex,FAC-002,القصف (في الجوار),تسببت الأضرار المادية في وقوع أضرار، ولم يتم الإبلاغ عن أي إصابات.,في التاسع من ديسمبر، تعرضت المنطقة المحيطة بالمستشفى للقصف، مما تسبب في أضرار مادية، ولم ترد أنباء عن وقوع إصابات.,
INC-199,Nasser Medical Complex,FAC-002,غير محدد (في الجوار),تم استهداف محيط المستشفى مما تسبب في أضرار.,في 30 أكتوبر، واصلت القوات الإسرائيلية لليوم الثاني على التوالي استهداف محيط المستشفيات مما تسبب في أضرار لمستشفى عن ناصر، ومستشفى الصداقة التركية (المستشفى الوحيد لعلاج السرطان)، ومركز صحي تابع للأونروا.,
INC-200,Nasser Medical Complex,FAC-002,قصف (في الجوار),المنطقة المجاورة تتعرض للقصف المتكرر,في الثالث عشر من ديسمبر، تعرضت المنطقة المحيطة بالمستشفى لقصف متكرر، مما أعاق وصول عشرات المصابين.,
INC-201,Nasser Medical Complex,FAC-002,قصف مدفعي,تعرضت المنطقة لقصف مرتين على الأقل في 17 ديسمبر. أصابت قذيفة مدفعية جناح الولادة، ولم تنفجر القذيفة، بل أصابت طفلة في رأسها، مما أسفر عن مقتل دينا لياد أبو محسن البالغة من العمر 13 عاماً.,"أعلنت وزارة الصحة الفلسطينية في غزة، يوم الاثنين، عن تعرض مستشفى تابع لمجمع ناصر الطبي لقصف مدفعي إسرائيلي ليلًا، ما أسفر عن استشهاد طفلة صغيرة. وذكرت الوزارة في بيان مقتضب على تطبيق تيليجرام أن الطفلة دنيا أبو محسن، البالغة من العمر 13 عامًا، ""استشهدت وانضمت إلى جميع أفراد أسرتها بعد استهداف مبنى الولادة في المجمع"".

وأوضحت الوزارة أن دنيا فقدت والديها وجميع إخوتها في الحرب، وبقيت وحيدة بعد أن فقدت ساقها في غارة جوية إسرائيلية سابقة.",
INC-202,Nasser Medical Complex,FAC-002,الحصار / التطويق / القناصة,فرضت قوات الاحتلال الإسرائيلي حصارًا على المستشفى، الذي يضم 300 من الكوادر الطبية و450 جريحًا ونحو 10000 نازح، وذلك بتطويقه بآليات عسكرية ونشر قناصة في محيطه. وأفادت التقارير أن قناصة الاحتلال قتلوا 26 مدنيًا وأصابوا 15 آخرين، بينما بقيت بعض الجثث بعيدة عن متناول الطاقم الطبي، وتعرضت للنهب من قبل الحيوانات الضالة. وتفاقم الوضع الإنساني بشكل خطير مع نفاد الطعام لدى الطاقم الطبي والمدنيين، وغمر مياه الصرف الصحي قسم الطوارئ، وتراكم النفايات الطبية في المنشأة، فضلًا عن نقص الوقود وتوقف المولدات الكهربائية، ما أدى إلى وفاة طفل يبلغ من العمر 10 سنوات.,"في 21 يناير، أظهر مقطع فيديو من بسام يوسف لحظة محاصرة دبابات الجيش الإسرائيلي للطريق المؤدي إلى المستشفى وقطعه.

وفي 22 يناير، أفادت وزارة الصحة، عبر رسالة من متحدثها الرسمي على تطبيق تيليجرام، أن المواطنين أُجبروا على دفن 40 شهيدًا في مقبرة جماعية في ساحة المستشفى.

وفي 23 يناير، أمرت إسرائيل بإخلاء المنطقة المحيطة بالمستشفى.

وفي 24 يناير، أفاد مكتب تنسيق الشؤون الإنسانية (أوتشا) أن المستشفى ""يعمل بشكل محدود للغاية""، حيث إنه محاصر من قبل الجيش الإسرائيلي ويشهد قتالًا عنيفًا، ولم يعد قادرًا على استقبال المرضى أو الإمدادات.

وفي 25 يناير، صرّح المتحدث باسم وزارة الصحة بأن المستشفى يعمل بنسبة 10% فقط من طاقته الاستيعابية المعتادة، مع نقص حاد في الغذاء والتخدير والمسكنات، وكمية من الوقود لا تكفي لخمسة أيام.


أعلنت منظمة أطباء بلا حدود في 26 يناير/كانون الثاني أن المستشفى، الذي كان آنذاك أكبر مرفق صحي متبقٍ، لم يعد قادراً على تقديم الخدمات الطبية الحيوية.

وفي 28 يناير/كانون الثاني، صرّح المتحدث باسم وزارة المالية بأن عدد جثث الشهداء المدفونة في فناء المستشفى بلغ 150 شهيداً، بالإضافة إلى 30 جثة لشهداء مجهولي الهوية في المشرحة، كما تعرّضت خزانات المياه لهجمات بطائرات مسيّرة وشظايا، ما أدى إلى تسربات في وحدة العناية المركزة، ونقص في المياه اللازمة لغسيل الكلى.

وفي 29 يناير/كانون الثاني، أظهر مقطع فيديو من داخل المستشفى دفناً جماعياً لـ 35 شهيداً في الفناء.

وفي 30 يناير/كانون الثاني، أفاد مكتب الأمم المتحدة لتنسيق الشؤون الإنسانية (أوتشا) بوقوع إصابات جراء هجمات في محيط المستشفى والمناطق المجاورة.

وفي 31 يناير/كانون الثاني، حذّرت وزارة الصحة، عبر متحدثها الرسمي، من كارثة صحية محتملة نتيجة تراكم النفايات الطبية داخل المستشفى، ونقص الغذاء.


في الخامس من فبراير، أظهرت لقطات فيديو من المستشفى تصاعد الدخان، على ما يبدو، عقب غارة جوية في محيط المستشفى.

وفي السادس من فبراير، أصدرت وزارة الصحة بيانًا رسميًا أعلنت فيه أن الحصار المفروض على المستشفى يُعرّض حياة 300 من الكوادر الطبية، و450 جريحًا، ونحو 10000 نازح للخطر. فقد انقطعت الإمدادات الغذائية عن المستشفى، وانعدمت الأدوية والمسكنات والمخدرات ومعدات العمليات الجراحية.

ومع استمرار الحصار، تزايدت الادعاءات باستهداف قناصة إسرائيليين للأفراد داخل المستشفى ومحيطه. وفي السابع من فبراير، أفادت التقارير بمقتل امرأة فلسطينية رميًا بالرصاص أثناء جلبها الماء من المستشفى. وفي اليوم التالي، الثامن من فبراير، أفادت التقارير بإصابة ممرضة بجروح خطيرة رميًا بالرصاص داخل غرفة العمليات بالمستشفى، بالإضافة إلى حادثتين أطلقت فيهما القوات الإسرائيلية النار على مجموعة من الأشخاص عند مدخل المستشفى ومجموعة أخرى في محيطه، ما أسفر عن مقتل أربعة وثلاثة فلسطينيين على التوالي.


في 9 فبراير، واصل القناصة الإسرائيليون استهداف المدنيين قرب المستشفى، ما أسفر عن مقتل فلسطينيين اثنين بالقرب من المنشأة. وتزامن ذلك مع تعرض محيط المستشفى لقصف متكرر من الجيش الإسرائيلي.

في 10 فبراير، أفادت وزارة الصحة باستمرار إطلاق النار من قبل القناصة على الطاقم الطبي والنازحين الذين لجأوا إلى المستشفى، وشمل الاستهداف مدخل المستشفى ومبانيه المختلفة وساحاته، ما أدى إلى استشهاد أربعة فلسطينيين.

في اليوم نفسه، أظهرت لقطات فيديو من داخل المستشفى مركبة مدرعة تابعة للجيش الإسرائيلي وجرافة متمركزتين عند بوابة المستشفى.

في 11 فبراير، أفادت التقارير بمقتل فلسطينيين اثنين رمياً بالرصاص أمام بوابة المستشفى، أحدهما الصحفي ياسر ممدوح. وفي الوقت نفسه، أفاد مكتب الأمم المتحدة لتنسيق الشؤون الإنسانية (أوتشا) بأن جثثاً عديدة ملقاة على الأرض حول المستشفى منذ عدة أيام، ولا يمكن الوصول إليها بسبب استمرار الهجمات في محيط المستشفى. في اليوم نفسه، أظهر مقطع فيديو من داخل المستشفى جثتين فلسطينيتين مع تعليق يقول: ""جثتا شهيدين أعدمهما الجيش الإسرائيلي أمام مدخل المستشفى ومنع الطاقم الطبي من الوصول إليهما""، ويُظهر الفيديو قططًا تنهش الجثتين. وفي اليوم نفسه، أظهر مقطع فيديو آخر من داخل المستشفى آثار غارة استهدفت سكن الطاقم الطبي الذي كان يُستخدم كمسكن.

في 12 فبراير، أفادت وزارة الصحة بمقتل سبعة فلسطينيين وإصابة 14 آخرين بنيران قناصة في فناء المستشفى. كما أعلنت الوزارة نفاد الطعام لدى الطاقم الطبي والمرضى والنازحين.

في 13 فبراير، أعلنت وزارة الصحة أن الجيش الإسرائيلي أمر بإجلاء جميع النازحين من المستشفى، وأفادت أيضًا بأن استهداف المدارس المجاورة وإضرام النار فيها أدى إلى احتراق مخزن المعدات الطبية بالمستشفى بالكامل. وأفادت منظمة أطباء بلا حدود بأنه تم إبلاغ الطاقم الطبي والمرضى بإمكانية بقائهم مع مرافق واحد فقط لكل مريض.


دمّر الجيش الإسرائيلي البوابة الشمالية للمستشفى.

وشهد اليوم نفسه مقتل ثلاثة فلسطينيين وإصابة عشرة آخرين داخل المستشفى بنيران القناصة. كما أدى نفاد وقود مولد كهربائي وتوقفه عن العمل إلى وفاة طفل يبلغ من العمر عشر سنوات.
ويُظهر مقطع فيديو آخر نشرته قناة الجزيرة طفلاً فلسطينياً قُتل برصاص قناصة الجيش الإسرائيلي عند مدخل المستشفى، وجسده بعيد عن متناول الطاقم الطبي، بينما تنهشه القطط.",
INC-203,Nasser Medical Complex,FAC-002,إخلاء قسري,أصدر الجيش الإسرائيلي أوامر للنازحين بإخلاء المستشفى، مما أدى إلى نزوح أكثر من 8000 فلسطيني. لم يبقَ في المستشفى سوى حوالي 2500 شخص، بمن فيهم العاملون الصحيون وعائلاتهم، إلى جانب حوالي 1500 نازح، ومرضى ومرافقيهم.,"بعد إصدار الجيش الإسرائيلي أمر الإخلاء لإدارة المستشفى في 13 فبراير، أفادت وزارة الصحة أنه حتى 14 فبراير، لم يتبق في المستشفى سوى 2500 شخص، من بينهم حوالي 1500 نازح، ونحو 490 من العاملين الصحيين وعائلاتهم، و600 مريض ومرافقيهم، من بينهم 18 مريضًا في العناية المركزة، و35 في وحدة غسيل الكلى، وثلاثة أطفال رضع في الحاضنات.

وبحلول الساعة 7 مساءً، أفادت التقارير بمقتل معتقل فلسطيني مكبل اليدين، كان قد أُرسل من قبل الجيش الإسرائيلي لإيصال رسالة إلى النازحين المتبقين في المستشفى، رميًا بالرصاص.",
INC-204,Nasser Medical Complex,FAC-002,غارة,داهم الجيش الإسرائيلي المستشفى بعد حصار دام أكثر من 23 يومًا، ما أسفر عن وفاة 8 مرضى في وحدة العناية المركزة، واعتقال نحو 200 شخص، بينهم 70 من الإداريين والطاقم الطبي. وفي وقت لاحق، في 23 أبريل/نيسان، أعلنت السلطات الفلسطينية العثور على ما يصل إلى 310 فلسطينيين دفنهم الجيش الإسرائيلي في مقبرة جماعية في فناء المستشفى.,"في 15 فبراير، أفادت وزارة الصحة بدخول قوات الجيش الإسرائيلي إلى المستشفى، بما في ذلك قسم الولادة. كما أفادت الوزارة بنقل مئات المرضى والموظفين إلى مبنى داخل مجمع المستشفى، حيث افتقروا إلى الطعام والماء وحليب الأطفال، وتوقف مولدات الكهرباء عن العمل، مما عرّض حياة ستة مرضى على أجهزة التنفس الاصطناعي في وحدة العناية المركزة للخطر.

في صباح 16 فبراير، أفادت وزارة الصحة بوفاة خمسة مرضى في وحدة العناية المركزة نتيجة نقص الأكسجين. كما أمر الجيش الإسرائيلي النساء والأطفال بالانتقال إلى جناح الولادة الذي حُوِّل إلى ثكنة عسكرية.

في 18 فبراير، استجوب الجيش الإسرائيلي بعض الكوادر الطبية وهم مكبلون بالأصفاد، وضربهم وجردهم من ملابسهم.

بحلول 20 فبراير، توقفت وحدة العناية المركزة عن العمل، وبقيت جثث ثمانية مرضى توفوا بسبب نقص الأكسجين هناك تتحلل. في الثاني والعشرين من فبراير، أفادت وزارة الصحة بدخول أربع مركبات عسكرية إلى المستشفى.

وفي مساء اليوم نفسه، أفادت الوزارة بأن الجيش الإسرائيلي قد أنهى احتلاله للمستشفى، وأعاد تمركزه في محيطه، مع استمراره في منع الوصول إليه.


",
INC-205,Nasser Medical Complex,FAC-002,ضربة مباشرة,أسفر هجوم على جناح الجراحة في المجمع الطبي عن مقتل مريضين وتدمير 35 سريراً للمرضى الداخليين.,في 23 مارس، أسفرت غارة على الجناح الجراحي في مجمع ناصر الطبي في خان يونس، وهو حاليًا أكبر مستشفى في قطاع غزة، عن مقتل مريضين، أحدهما صبي يبلغ من العمر 16 عامًا، وإصابة ثمانية آخرين، وتدمير 35 سريرًا للمرضى الداخليين.,
INC-206,Nasser Medical Complex,FAC-002,غارة جوية,أُخرجت 40 سريراً للمرضى الداخليين و10 أسرّة للعناية المركزة من الخدمة، وقُتل شخصان (أحدهما صحفي كان يتلقى العلاج في المستشفى وقت وقوع الحادث)، وأُصيب 12 شخصاً.,أفاد مدير المستشفيات الميدانية بوزارة الصحة، الدكتور مروان الهمس، بأن هذا هو الهجوم الثاني على مستشفى ناصر خلال شهرين، ما أدى إلى تعطيل 40 سريراً للمرضى الداخليين و10 أسرّة في وحدة العناية المركزة. وأبلغ مدير المستشفى منظمة الصحة العالمية بمقتل شخصين وإصابة 12 آخرين، بينهم مرضى وطاقم طبي. وكان الصحفي حسن صالح قد استُهدف وقُتل في الهجوم أثناء تلقيه العلاج في سريره بالمستشفى إثر إصابة تعرض لها في هجوم سابق على خيمة مخصصة للصحفيين.,
