detail_id,event_id,event_name,category,order,time,heading_label,value,content,source,source_link,submission_id,added_by,reviewed_by
DET-626,hist010,Second Intifada,legal,2,,Geneva Conventions - Violations by Both Sides,,"Article 33 (Collective Punishment): Israel's home demolitions, prolonged curfews, closures, and siege conditions constituted collective punishment prohibited under Fourth Geneva Convention.",,,,,
DET-627,hist010,Second Intifada,legal,2,,International Court of Justice - Wall Advisory Opinion (2004),,Must be dismantled: Court ordered barrier be dismantled and compensation paid. Israel rejected ruling and continued construction.,,,,,
DET-628,hist010,Second Intifada,legal,2,,Principle of Distinction and Proportionality,,Israeli violations: F-16 strikes and helicopter missiles in densely populated areas with high civilian casualties violated principle of proportionality. Military advantage did not justify civilian deaths.,,,,,
DET-629,hist010,Second Intifada,legal,2,,International Humanitarian Law - Occupation Obligations,,"Prohibition on collective punishment: Home demolitions, area closures, and punishment of entire communities for actions of individuals violated absolute prohibition.",,,,,
DET-630,hist010,Second Intifada,legal,3,,Geneva Conventions - Violations by Both Sides,,Article 147 (Grave Breaches): Both sides committed grave breaches. Palestinian deliberate targeting of civilians and Israeli 'extensive destruction...not justified by military necessity' constitute war crimes.,,,,,
DET-631,hist010,Second Intifada,legal,3,,International Court of Justice - Wall Advisory Opinion (2004),,Fourth Geneva Convention applies: ICJ reaffirmed Fourth Geneva Convention applies to occupied Palestinian territories and Israel must comply.,,,,,
DET-632,hist010,Second Intifada,legal,3,,International Humanitarian Law - Occupation Obligations,,Protection of medical personnel: Both sides violated protections for medical personnel and ambulances. Israeli forces fired on ambulances; Palestinian ambulances used to transport militants.,,,,,
DET-633,hist010,Second Intifada,quick_fact,1,,Event Type,Armed Uprising / Asymmetric Conflict,,,,,,
DET-634,hist010,Second Intifada,quick_fact,2,,Trigger,Ariel Sharon's Temple Mount visit,,,,,,
DET-635,hist010,Second Intifada,quick_fact,3,,Palestinian Tactics,"Suicide bombings, armed attacks",,,,,,
DET-636,hist010,Second Intifada,quick_fact,4,,Israeli Response,"Military operations, assassinations, siege",,,,,,
DET-637,hist010,Second Intifada,quick_fact,5,,Verification,B'Tselem; UN; Human Rights Watch; ICRC,,,,,,
DET-638,hist010,Second Intifada,quick_fact,6,,Outcome,Gaza disengagement; separation barrier; peace process collapse,,,,,,
DET-639,hist010,Second Intifada,testimony,1,,Jamal al-Durrah,,"Jamal and his 12-year-old son Muhammad were caught in crossfire at Netzarim Junction, Gaza (30 September 2000). Testified: 'We crouched behind the barrel. I tried to protect my son with my body. The shooting continued for 45 minutes. Muhammad was crying ""Father, they're killing me!"" Then he was shot and died in my arms.' Their ordeal was filmed. Jamal badly wounded; Muhammad killed.",France 2 television footage; testimony,,,,
DET-640,hist010,Second Intifada,testimony,2,,"Anonymous survivor, Jenin refugee camp",,Testified to Human Rights Watch: 'The bulldozers were demolishing homes with people inside. We could hear people screaming. Israeli soldiers wouldn't let us help them. The entire neighborhood was destroyed in a few hours. Bodies were buried under the rubble for days before we could recover them.',Human Rights Watch - Jenin Report (2002),https://www.hrw.org/,,,
DET-641,hist010,Second Intifada,testimony,3,,Giora Beka,,Survived Park Hotel attack (27 March 2002) that killed 30. Testified: 'We were celebrating Passover seder with families. Suddenly there was a massive explosion. Bodies everywhere. Children killed. It was hell. This wasn't war—it was deliberate murder of civilians celebrating a holiday.',Israeli survivor testimony,,,,
DET-642,hist010,Second Intifada,testimony,4,,Dr. Ahmed Shabaan,,Worked during siege of Ramallah (2002). Testified to UN: 'Israeli forces imposed total curfew for weeks. Prevented ambulances from reaching patients. We had pregnant women in labor who couldn't reach hospital. People died from treatable conditions because they couldn't get medical care. Entire city was a prison.',UN human rights documentation,,,,
DET-643,hist010,Second Intifada,testimony,5,,Anonymous Israeli soldier,,"Testimony to Breaking the Silence: 'We were ordered to demolish homes without checking if people were inside. Used bulldozers to create wide paths for tanks—destroyed entire streets. Officers said it was to protect us, but the destruction was far beyond military necessity. Entire families lost everything.'",Breaking the Silence testimonies,https://www.breakingthesilence.org.il/,,,
DET-644,hist010,Second Intifada,testimony,6,,Human Rights Watch,,"Report on Jenin (May 2002): 'Israeli forces committed serious violations of international humanitarian law, some amounting prima facie to war crimes... The IDF used armored bulldozers to demolish buildings, in some cases with civilians inside. Israel's refusal to allow an impartial investigation raises concerns about what it is trying to hide.'",Human Rights Watch - Jenin: IDF Military Operations (May 2002),https://www.hrw.org/,,,
DET-645,hist010,Second Intifada,testimony,7,,International Court of Justice,,"Advisory Opinion on Wall (9 July 2004): 'The Court finds that the construction of the wall... and its associated régime, are contrary to international law.' Ruled barrier must be dismantled. Found Fourth Geneva Convention applicable. Israel rejected ruling; US vetoed Security Council resolution enforcing it.",ICJ Advisory Opinion (2004),https://www.icj-cij.org/,,,
DET-646,hist010,Second Intifada,testimony,8,,Kofi Annan,,Statement on Second Intifada (October 2000): 'I deplore the excessive use of force by the Israeli authorities. The firing of live ammunition at unarmed demonstrators is totally unjustifiable.' Later (2004) on separation barrier: 'I have consistently said that the wall is illegal under international law.',UN Secretary-General statements,,,,
DET-647,hist010,Second Intifada,timeline,1,2000-07-01 00:00:00,Camp David peace talks collapse,,US President Clinton hosts Israeli PM Ehud Barak and Palestinian President Yasser Arafat at Camp David. Talks fail to reach agreement. Israeli narrative blames Arafat; Palestinian narrative cites inadequate Israeli offers. Failure creates atmosphere of despair and anger among Palestinians.,CFR - Second Intifada Overview,https://www.cfr.org/timeline/israeli-palestinian-conflict,,,
DET-648,hist010,Second Intifada,timeline,2,2000-09-28 00:00:00,Trigger: Sharon's Temple Mount visit,,"Israeli opposition leader Ariel Sharon visits Temple Mount/Haram al-Sharif with 1,000 police. Palestinians view as deliberate provocation at holy site by figure associated with past atrocities. Clashes erupt immediately; Israeli forces kill 4 Palestinians that day, wound dozens.",Britannica - Second Intifada,https://www.britannica.com/event/intifada-Palestinian-movement,,,
DET-649,hist010,Second Intifada,timeline,3,2000-09-29 00:00:00,"Friday prayers massacre: 7 killed, 300+ wounded",,"Day after Sharon's visit, Palestinian worshippers exit Al-Aqsa Mosque after Friday prayers and protest. Israeli police open fire with live ammunition. Kill 7 Palestinians, wound over 300. Violence spreads throughout occupied territories. Second Intifada has begun.",Council on Foreign Relations,https://www.cfr.org/timeline/israeli-palestinian-conflict,,,
DET-650,hist010,Second Intifada,timeline,4,2000-09-30 00:00:00,Muhammad al-Durrah killed on camera,,"12-year-old Muhammad al-Durrah shot and killed while cowering with his father behind concrete barrel at Netzarim Junction, Gaza. Death captured on video by France 2 cameraman. Becomes iconic image of Second Intifada. Israeli investigation later claims uncertainty about source of fatal bullets, but footage shows sustained Israeli fire toward the two.",Historical Documentation,https://www.britannica.com/event/intifada-Palestinian-movement,,,
DET-651,hist010,Second Intifada,timeline,5,2000-10-01 00:00:00,Thirteen Palestinian citizens of Israel killed,,"Palestinian citizens of Israel (inside Israel proper) hold protests in solidarity with occupied territories. Israeli police fire on demonstrators, killing 13 Palestinian citizens of Israel. Or Commission later finds police used excessive force. Event traumatizes Palestinian community inside Israel.",CFR Timeline,https://www.cfr.org/timeline/israeli-palestinian-conflict,,,
DET-652,hist010,Second Intifada,timeline,6,2000-10-01 00:00:00,Lynch of two Israeli reservists in Ramallah,,"Two Israeli reserve soldiers accidentally enter Ramallah, taken into Palestinian Authority custody. Mob storms police station, lynches the two soldiers. Brutal killings filmed and broadcast. Provides Israeli justification for targeting PA facilities. Deeply traumatic for Israeli public.",Historical Records,https://www.britannica.com/event/intifada-Palestinian-movement,,,
DET-653,hist010,Second Intifada,timeline,7,2000-11-09 00:00:00,First Israeli targeted assassination,,"Israel assassinates Hussein Abayat, Fatah Tanzim leader, with helicopter missile strike in Bethlehem. Policy of targeted assassinations begins—Israel will kill 232 Palestinians in targeted strikes during Second Intifada, many attacks also killing bystanders.",B'Tselem - Targeted Assassinations,https://www.btselem.org/,,,
DET-654,hist010,Second Intifada,timeline,8,2002-03-27 00:00:00,Passover massacre: 30 killed in Netanya hotel,,"Hamas suicide bomber attacks Passover seder at Park Hotel in Netanya. Kills 30 Israelis, wounds 140. Deadliest single attack of Second Intifada. Triggers massive Israeli military response: Operation Defensive Shield.",CFR Timeline,https://www.cfr.org/timeline/israeli-palestinian-conflict,,,
DET-655,hist010,Second Intifada,timeline,9,29 March - May 2002,Operation Defensive Shield: largest West Bank operation since 1967,,"Israel launches massive military operation throughout West Bank. Tanks, helicopters, F-16s deployed. Reoccupies Palestinian cities under PA control. Jenin refugee camp siege becomes particularly devastating: 52 Palestinians killed (23 civilians), 140+ buildings demolished. Ramallah under siege; Arafat's compound (Muqata'a) surrounded and partially destroyed.",B'Tselem - Operation Defensive Shield,https://www.btselem.org/,,,
DET-656,hist010,Second Intifada,timeline,10,3-11 April 2002,Siege of Jenin refugee camp,,"Israeli forces besiege Jenin refugee camp. House-to-house fighting. Israel uses armored bulldozers to demolish homes with people inside. 52 Palestinians killed (23 civilians), 23 Israeli soldiers killed. Over 140 buildings demolished. UN fact-finding mission blocked by Israel. International accusations of war crimes.",Human Rights Watch - Jenin Report,https://www.hrw.org/,,,
DET-657,hist010,Second Intifada,timeline,11,2002-2003,Peak of suicide bombing campaign,,"Hamas, Islamic Jihad, Al-Aqsa Martyrs' Brigades launch sustained suicide bombing campaign. Attacks on buses, markets, restaurants, nightclubs throughout Israel. Hundreds of Israeli civilians killed. Creates atmosphere of terror in Israeli society. Israel responds with intensified military operations, assassinations, closures.",CFR Documentation,https://www.cfr.org/timeline/israeli-palestinian-conflict,,,
DET-658,hist010,Second Intifada,timeline,12,June 2002 - 2005,Separation barrier construction begins,,"Israel begins constructing separation barrier—85% inside West Bank (not on Green Line). Stated purpose: prevent suicide bombers. Reality: annexes land, divides Palestinian communities, restricts movement. International Court of Justice rules barrier illegal (2004). Israel continues construction, eventually spanning 700+ km.",B'Tselem - Separation Barrier,https://www.btselem.org/,,,
DET-659,hist010,Second Intifada,timeline,13,2002-07-22 00:00:00,Israeli F-16 strike kills Salah Shehadeh + 14 civilians,,Israel drops one-ton bomb on apartment building in Gaza City to assassinate Hamas military leader Salah Shehadeh. Kills Shehadeh plus 14 civilians including 9 children. Widespread international condemnation. Exemplifies 'collateral damage' from targeted assassination policy.,Human Rights Watch Report,https://www.hrw.org/,,,
DET-660,hist010,Second Intifada,timeline,14,2004-03-22 00:00:00,Israel assassinates Sheikh Ahmed Yassin,,"Israeli helicopter strike kills Hamas founder Sheikh Ahmed Yassin, quadriplegic spiritual leader, as he leaves mosque after dawn prayer. Seven others killed. Massive Palestinian anger. Month later (17 April), Israel assassinates Yassin's successor Abdel Aziz al-Rantisi. Hamas vows revenge.",CFR Timeline,https://www.cfr.org/timeline/israeli-palestinian-conflict,,,
DET-661,hist010,Second Intifada,timeline,15,2004-11-11 00:00:00,Yasser Arafat dies,,PLO Chairman and Palestinian Authority President Yasser Arafat dies in Paris hospital under mysterious circumstances. Had been under Israeli siege in Muqata'a compound for previous two years. Mahmoud Abbas succeeds him. Arafat's death marks end of an era; Second Intifada begins winding down.,Historical Documentation,https://www.britannica.com/event/intifada-Palestinian-movement,,,
DET-662,hist010,Second Intifada,timeline,16,2005-08-01 00:00:00,Israel's unilateral disengagement from Gaza,,"Israel withdraws 8,500 settlers and military from Gaza Strip. Presented as concession but maintains control of borders, airspace, territorial waters. Disengagement strengthens Israel's hold on West Bank—settlements there accelerate. Gaza becomes 'open-air prison.' Hamas wins Palestinian elections months later (January 2006).",CFR Timeline,https://www.cfr.org/timeline/israeli-palestinian-conflict,,,
DET-663,hist010,Second Intifada,timeline,17,2005-02-08 00:00:00,Sharm el-Sheikh Summit: unofficial end of Intifada,,"Israeli PM Ariel Sharon and PA President Mahmoud Abbas meet in Egypt. Declare mutual ceasefire. Violence decreases significantly. Generally considered unofficial end of Second Intifada, though no formal declaration. Final toll: 3,200+ Palestinians, 1,000+ Israelis killed over 5 years.",Britannica - Intifada,https://www.britannica.com/event/intifada-Palestinian-movement,,,
DET-664,hist010,Second Intifada,war_crime,1,,Palestinian Suicide Bombings (War Crimes),,"Palestinian armed groups (Hamas, Islamic Jihad, Al-Aqsa Martyrs' Brigades) carried out deliberate attacks on Israeli civilians in buses, restaurants, markets, nightclubs. 138 suicide bombings during Second Intifada killed 515 Israeli civilians. Deliberate targeting of civilians constitutes war crimes under international humanitarian law.",Attack Documentation,https://www.mfa.gov.il/,,,
DET-665,hist010,Second Intifada,war_crime,2,,Targeted Assassinations and Disproportionate Force,,Israel carried out 232 targeted assassinations during Second Intifada. Helicopter missiles and F-16 bombs dropped on densely populated areas killed hundreds of bystanders. July 2002 assassination of Salah Shehadeh killed 14 civilians including 9 children. February 2003 attack on Hamas operative in Gaza killed 11 civilians including 8 children. Disproportionate force violated international humanitarian law.,B'Tselem Documentation,https://www.btselem.org/,,,
DET-666,hist010,Second Intifada,war_crime,3,,Excessive Destruction in Jenin Refugee Camp,,"During April 2002 Jenin siege, Israeli forces demolished over 140 buildings, many with people inside. Armored bulldozers destroyed entire neighborhoods. Israel blocked UN fact-finding mission. Human Rights Watch documented 52 Palestinian deaths (23 civilians). International accusations of war crimes.",Human Rights Watch Report,https://www.hrw.org/,,,
DET-667,hist010,Second Intifada,war_crime,4,,Mass Home Demolitions,,"Israel demolished 4,000+ Palestinian homes during Second Intifada—as punishment, for 'military necessity,' or to clear firing zones. Demolished homes of families of suspected attackers without trial. Collective punishment prohibited under Geneva Convention Article 33. Tens of thousands rendered homeless.",B'Tselem Reports,https://www.btselem.org/,,,
DET-668,hist010,Second Intifada,war_crime,5,,Killing of Children,,"709 Palestinian children and 301 Israeli children killed during Second Intifada. Muhammad al-Durrah (12) became iconic victim—killed while cowering with father under Israeli fire. Many Palestinian children killed by sniper fire, helicopter strikes, or tank shells in residential areas. Failure to protect children and distinguish between combatants and civilians violated international humanitarian law.",Casualty Statistics,https://www.btselem.org/statistics,,,
DET-669,hist010,Second Intifada,war_crime,6,,Mass Arbitrary Detention,,"40,000-50,000 Palestinians arrested during Second Intifada. Thousands held in administrative detention without charge or trial. Widespread torture documented by human rights organizations. Mass arrests, night raids on homes, detention of minors. Violated rights to liberty, fair trial, and prohibition on torture.",Addameer Documentation,https://www.addameer.org/,,,
DET-670,hist010,Second Intifada,war_crime,7,,Collective Punishment and Closure,,"Israel imposed prolonged curfews on entire Palestinian cities (Nablus under curfew for months). Siege of Ramallah, Bethlehem, other cities cut off food, medicine, electricity. Closure system divided West Bank into isolated cantons. Collective punishment prohibited under Geneva Convention Article 33.",B'Tselem Reports,https://www.btselem.org/,,,
DET-671,hist010,Second Intifada,war_crime,8,,Separation Barrier (Illegal Under International Law),,"Israel constructed separation barrier 85% inside West Bank (not on Green Line). International Court of Justice ruled (2004) barrier illegal, constitutes annexation of Palestinian land, must be dismantled. Israel ignored ruling. Barrier divides Palestinian communities, confiscates agricultural land, restricts movement.",ICJ Advisory Opinion,https://www.icj-cij.org/,,,
DET-672,hist011,Battle of Jenin,casualty,1,,Palestinians Killed,52,"22 civilians (including children, elderly, disabled); 27 combatants; 3 unclear status",Human Rights Watch - Jenin Report,https://www.hrw.org/report/2002/05/02/jenin/idf-military-operations,,,
DET-673,hist011,Battle of Jenin,casualty,2,,Palestinian Civilians Killed,22,Includes 14-year-old Muhammad Hawashin; 57-year-old wheelchair-bound Kamal Zghair; elderly women,Human Rights Watch Documentation,https://www.hrw.org/reports/2002/israel3/israel0502-05.htm,,,
DET-674,hist011,Battle of Jenin,casualty,3,,Israeli Soldiers Killed,23,Including 13 killed in single ambush on April 9 when building collapsed on them,Israeli Military Records,https://www.inss.org.il/wp-content/uploads/sites/2/systemfiles/(FILE)1190277272.pdf,,,
DET-675,hist011,Battle of Jenin,casualty,4,,Buildings Demolished,140+,Approximately 10% of entire refugee camp destroyed by D-9 bulldozers; many demolished with people inside,Human Rights Watch Report,https://www.hrw.org/report/2002/05/02/jenin/idf-military-operations,,,
DET-676,hist011,Battle of Jenin,casualty,5,,Palestinians Left Homeless,4000,Families whose homes demolished during operation; many forced to live in tents or with relatives,UNRWA Reports,https://www.unrwa.org/,,,
DET-677,hist011,Battle of Jenin,casualty,6,,Palestinians Wounded,Hundreds,Many unable to receive medical treatment due to 11-day blockade of ambulances,Palestinian Red Crescent Society,https://www.palestinercs.org/,,,
DET-678,hist011,Battle of Jenin,commander,1,1928-2014,Ariel Sharon,,Authorized Operation Defensive Shield and Jenin operation. Made political decision to launch massive military response to suicide bombings. Blocked UN fact-finding mission. Defended operation as military necessity.,,,,,
DET-679,hist011,Battle of Jenin,commander,2,1948-present,Shaul Mofaz,,Military commander overseeing Operation Defensive Shield. Made tactical decisions about Jenin operation. Defended use of D-9 bulldozers as protecting soldiers' lives. No accountability for potential war crimes.,,,,,
DET-680,hist011,Battle of Jenin,commander,3,Unknown,Eyal Shlein,,Brigadier-General who commanded Jenin camp operation. Made tactical decisions including deployment of bulldozers after April 9 ambush. Defended actions as military necessity.,,,,,
DET-681,hist011,Battle of Jenin,commander,4,1938-2018,Kofi Annan,,"Attempted to launch UN fact-finding mission per Security Council Resolution 1405. Mission blocked by Israel. Released limited report without first-hand investigation, criticized by human rights organizations.",,,,,
DET-682,hist011,Battle of Jenin,commander,5,1968-present,Peter Bouckaert,,"Led HRW investigation team in Jenin. Conducted interviews, gathered evidence, documented violations. Co-authored comprehensive report concluding 'prima facie war crimes' occurred.",,,,,
DET-683,hist011,Battle of Jenin,historical_impact,1,,Immediate Impact (April-May 2002),,52 Palestinians killed (22 civilians including children); 23 Israeli soldiers killed,,,,,
DET-684,hist011,Battle of Jenin,historical_impact,1,,Media and Narrative Wars,,"Initial Palestinian claims of 'massacre' with hundreds killed—later proven false (52 killed, not hundreds)",,,,,
DET-685,hist011,Battle of Jenin,historical_impact,1,,Long-term Legacy (2002-Present),,Jenin camp rebuilt with international assistance but remains flashpoint for Israeli-Palestinian violence,,,,,
DET-686,hist011,Battle of Jenin,historical_impact,1,,Accountability & Justice,,✗ No Israeli soldiers or commanders prosecuted despite HRW finding of war crimes,,,,,
DET-687,hist011,Battle of Jenin,historical_impact,2,,Immediate Impact (April-May 2002),,Over 140 buildings demolished—approximately 10% of entire refugee camp destroyed,,,,,
DET-688,hist011,Battle of Jenin,historical_impact,2,,Media and Narrative Wars,,Israeli government accused of cover-up by blocking UN investigation despite absence of massacre,,,,,
DET-689,hist011,Battle of Jenin,historical_impact,2,,Long-term Legacy (2002-Present),,Frequent Israeli military raids into Jenin continue—camp scene of regular clashes,,,,,
DET-690,hist011,Battle of Jenin,historical_impact,2,,Accountability & Justice,,✗ No compensation paid to families of civilians killed unlawfully,,,,,
DET-691,hist011,Battle of Jenin,historical_impact,3,,Immediate Impact (April-May 2002),,"4,000 Palestinians rendered homeless; camp infrastructure devastated",,,,,
DET-692,hist011,Battle of Jenin,historical_impact,3,,Media and Narrative Wars,,Both sides engaged in propaganda: Palestinians exaggerated casualties; Israel downplayed violations,,,,,
DET-693,hist011,Battle of Jenin,historical_impact,3,,Long-term Legacy (2002-Present),,"July 2023: Major Israeli operation in Jenin again, 12 Palestinians killed in two-day operation",,,,,
DET-694,hist011,Battle of Jenin,historical_impact,3,,Accountability & Justice,,"✗ No compensation for 4,000 people whose homes demolished",,,,,
DET-695,hist011,Battle of Jenin,historical_impact,4,,Immediate Impact (April-May 2002),,"International outcry and accusations of 'massacre' (later found exaggerated, but serious violations occurred)",,,,,
DET-696,hist011,Battle of Jenin,historical_impact,4,,Media and Narrative Wars,,Human Rights Watch report provided most credible account but received less attention than early sensational claims,,,,,
DET-697,hist011,Battle of Jenin,historical_impact,4,,Long-term Legacy (2002-Present),,"September 2023: Israeli drone strike in Jenin kills 3, marking escalation in tactics",,,,,
DET-698,hist011,Battle of Jenin,historical_impact,4,,Accountability & Justice,,✗ UN fact-finding mission blocked; no independent international investigation occurred,,,,,
DET-699,hist011,Battle of Jenin,historical_impact,5,,Immediate Impact (April-May 2002),,"Israel blocked UN fact-finding mission, preventing independent investigation",,,,,
DET-700,hist011,Battle of Jenin,historical_impact,5,,Media and Narrative Wars,,Jenin became symbol used by both sides: Palestinian victimhood vs. Israeli fighting terrorism,,,,,
DET-701,hist011,Battle of Jenin,historical_impact,5,,Long-term Legacy (2002-Present),,Jenin 2002 established precedent for use of massive military force in densely populated areas,,,,,
DET-702,hist011,Battle of Jenin,historical_impact,5,,Accountability & Justice,,✗ Israeli internal investigations (if any) never made public; no accountability,,,,,
DET-703,hist011,Battle of Jenin,historical_impact,6,,Immediate Impact (April-May 2002),,Human Rights Watch documented 'prima facie war crimes' but no prosecutions followed,,,,,
DET-704,hist011,Battle of Jenin,historical_impact,6,,Media and Narrative Wars,,"Documentary film 'Jenin, Jenin' (2002) by Mohammed Bakri banned in Israel, became rallying point",,,,,
DET-705,hist011,Battle of Jenin,historical_impact,6,,Long-term Legacy (2002-Present),,D-9 bulldozers became iconic weapon of occupation—later used extensively in Gaza wars,,,,,
DET-706,hist011,Battle of Jenin,historical_impact,6,,Accountability & Justice,,✗ Palestinian fighters who used booby traps endangering civilians never held accountable,,,,,
DET-707,hist011,Battle of Jenin,historical_impact,7,,Immediate Impact (April-May 2002),,Palestinian narratives of Jenin as heroic resistance vs. Israeli narratives of defeating terror infrastructure,,,,,
DET-708,hist011,Battle of Jenin,historical_impact,7,,Long-term Legacy (2002-Present),,"Culture of impunity established: despite war crimes findings, no accountability for either side",,,,,
DET-709,hist011,Battle of Jenin,historical_impact,7,,Accountability & Justice,,✓ Human Rights Watch conducted thorough investigation and documented violations,,,,,
DET-710,hist011,Battle of Jenin,historical_impact,8,,Immediate Impact (April-May 2002),,Deepened Israeli-Palestinian mutual hatred and trauma during Second Intifada,,,,,
DET-711,hist011,Battle of Jenin,historical_impact,8,,Long-term Legacy (2002-Present),,Blocking of UN investigation set precedent Israel follows repeatedly,,,,,
DET-712,hist011,Battle of Jenin,historical_impact,8,,Accountability & Justice,,✓ Amnesty International and other organizations documented abuses,,,,,
DET-713,hist011,Battle of Jenin,historical_impact,9,,Long-term Legacy (2002-Present),,Jenin operation demonstrated Israeli willingness to accept high civilian toll to minimize soldier casualties,,,,,
DET-714,hist011,Battle of Jenin,historical_impact,9,,Accountability & Justice,,✗ International Criminal Court had no jurisdiction at time (Palestine not yet member),,,,,
DET-715,hist011,Battle of Jenin,historical_impact,10,,Accountability & Justice,,✗ Culture of impunity continues: Israeli operations with civilian casualties occur regularly without accountability,,,,,
DET-716,hist011,Battle of Jenin,legal,1,,Geneva Conventions - Israeli Violations,,"Article 27 (Protection of Civilians): 'Protected persons...shall be protected especially against all acts of violence.' Willful killings of civilians (14-year-old, wheelchair-bound elderly man, elderly woman) violated fundamental protection.",,,,,
DET-717,hist011,Battle of Jenin,legal,1,,Additional Protocol I - Principle of Distinction,,Article 48 (Basic Rule): Parties must 'distinguish between civilian population and combatants.' Helicopter strikes on houses with only civilians and no fighters present violated principle of distinction.,,,,,
DET-718,hist011,Battle of Jenin,legal,1,,Medical Personnel and Humanitarian Access,,"Geneva Convention I, Article 19: Medical establishments and mobile medical units may not be attacked. Firing on ambulances violated this protection.",,,,,
DET-719,hist011,Battle of Jenin,legal,1,,Occupation Obligations,,"Fourth Geneva Convention, Article 55-56: Occupying power must ensure 'food and medical supplies' and 'medical and hospital establishments and services.' Cutting water, electricity, and blocking medical access violated these duties.",,,,,
DET-720,hist011,Battle of Jenin,legal,1,,Palestinian Violations of International Humanitarian Law,,"Principle of Distinction: Palestinian fighters operated from densely populated residential areas, making it difficult to distinguish between military objectives and civilian property. Violated duty to separate military operations from civilians.",,,,,
DET-721,hist011,Battle of Jenin,legal,2,,Geneva Conventions - Israeli Violations,,Article 28 (Human Shields): 'The presence of a protected person may not be used to render certain points or areas immune from military operations.' IDF use of Palestinians as human shields violated absolute prohibition.,,,,,
DET-722,hist011,Battle of Jenin,legal,2,,Additional Protocol I - Principle of Distinction,,Article 51 (Protection of Civilian Population): 'Indiscriminate attacks are prohibited.' Sustained missile fire from helicopters hitting civilian houses documented by HRW constituted indiscriminate attacks.,,,,,
DET-723,hist011,Battle of Jenin,legal,2,,Medical Personnel and Humanitarian Access,,"Additional Protocol I, Article 15: Medical personnel 'shall be respected and protected.' Killing of uniformed nurse Farwa Jammal while treating wounded was war crime.",,,,,
DET-724,hist011,Battle of Jenin,legal,2,,Occupation Obligations,,"Hague Regulations, Article 43: Occupying power must 'ensure public order and safety.' Total siege preventing humanitarian access violated this obligation.",,,,,
DET-725,hist011,Battle of Jenin,legal,2,,Palestinian Violations of International Humanitarian Law,,Indiscriminate Weapons: Extensive use of booby traps and explosive devices in civilian homes—devices that cannot distinguish between combatants and civilians—violated prohibition on indiscriminate weapons.,,,,,
DET-726,hist011,Battle of Jenin,legal,3,,Geneva Conventions - Israeli Violations,,"Article 147 (Grave Breaches/War Crimes): 'Willful killing...causing great suffering...extensive destruction...not justified by military necessity' constitute grave breaches. Demolition of 140+ buildings, many with people inside, meets definition of war crime.",,,,,
DET-727,hist011,Battle of Jenin,legal,3,,Additional Protocol I - Principle of Distinction,,Article 57 (Precautions in Attack): 'Constant care shall be taken to spare civilian population.' Demolishing buildings without verifying if civilians inside violated duty to take precautions.,,,,,
DET-728,hist011,Battle of Jenin,legal,3,,Medical Personnel and Humanitarian Access,,"Common Article 3: Wounded and sick 'shall be collected and cared for.' Blocking ambulance access for 11 days, causing deaths of injured civilians, violated fundamental humanitarian obligation.",,,,,
DET-729,hist011,Battle of Jenin,legal,3,,Occupation Obligations,,Article 53: Destruction of property prohibited 'except where such destruction is rendered absolutely necessary by military operations.' Mass demolitions exceeded military necessity.,,,,,
DET-730,hist011,Battle of Jenin,legal,3,,Palestinian Violations of International Humanitarian Law,,"Feigning Protected Status: Some reports (contested) of Palestinian fighters wearing civilian clothes or using ambulances violated prohibitions on perfidy, though evidence was limited.",,,,,
DET-731,hist011,Battle of Jenin,quick_fact,1,,Event Type,Military Operation / Urban Combat,,,,,,
DET-732,hist011,Battle of Jenin,quick_fact,2,,Israeli Operation,Part of Operation Defensive Shield,,,,,,
DET-733,hist011,Battle of Jenin,quick_fact,3,,Trigger,Passover massacre (30 killed),,,,,,
DET-734,hist011,Battle of Jenin,quick_fact,4,,Buildings Demolished,140+,,,,,,
DET-735,hist011,Battle of Jenin,quick_fact,5,,Verification,Human Rights Watch; UN; Amnesty,,,,,,
DET-736,hist011,Battle of Jenin,quick_fact,6,,War Crimes Finding,HRW: 'Prima facie war crimes',,,,,,
DET-737,hist011,Battle of Jenin,testimony,1,,Afaf Mohammed,,Testified to Human Rights Watch: 'The bulldozers came to our street on April 10. They started demolishing houses one by one. We could hear our neighbors screaming inside their homes as the bulldozers destroyed them. The soldiers wouldn't let us go help them. We heard the screams and then silence. I saw bodies pulled from the rubble days later.',Human Rights Watch - Jenin Report (May 2002),https://www.hrw.org/report/2002/05/02/jenin/idf-military-operations,,,
DET-738,hist011,Battle of Jenin,testimony,2,,Fayez Hawashin,,His son Muhammad shot dead on April 3 while walking with group of women and children toward hospital. Fayez testified: 'My son was with women and children. They were going to the hospital area. Israeli soldiers shot him twice in the face. He was 14 years old. There were no fighters with them. Just civilians trying to find safety.',Human Rights Watch investigation; direct testimony,https://www.hrw.org/reports/2002/israel3/israel0502-05.htm,,,
DET-739,hist011,Battle of Jenin,testimony,3,,Jamal Zghair,,Testified about his father's death on April 10: 'My father was 57 years old and in a wheelchair. He was trying to get home. He was carrying a white flag. Israeli tanks shot him and then ran over him with the tank. We found his body crushed. There were no fighters near him. He was just an old disabled man trying to get home.',Human Rights Watch documentation; Middle East Monitor,https://www.middleeastmonitor.com/20200414-we-must-never-forget-israels-massacre-in-jenin/,,,
