detail_id,_anchor,event_id,heading_label_ar,content_ar
DET-749,DET-749,hist011,بدأت المعارك من منزل إلى منزل؛ وانقطعت الإمدادات الطبية.,#ERROR!
DET-750,DET-750,hist011,#ERROR!,#ERROR!
DET-751,DET-751,hist011,#ERROR!,#ERROR!
DET-752,DET-752,hist011,بدء عمليات الهدم الجماعي؛ ومقتل رجل مقعد على كرسي متحرك,#ERROR!
DET-753,DET-753,hist011,#ERROR!,قامت جرافات من طراز D-9 بهدم أكثر من 140 مبنى في مخيم جنين، أي ما يقارب 10% من إجمالي مباني المخيم. وأفاد شهود عيان بوجود مبانٍ مدمرة وعائلات لا تزال محاصرة بداخلها، وبعضهم مدفون أحياء تحت الأنقاض. ووصف السكان سماعهم صراخ الناس أثناء قيام الجرافات بتدمير منازلهم. ويمنع الجيش الإسرائيلي محاولات الإنقاذ.
DET-754,DET-754,hist011,#ERROR!,"فروة جمال (27 عامًا)، ممرضة ترتدي الزي الرسمي، قُتلت برصاص الجيش الإسرائيلي أثناء معالجتها لمدني مصاب. مريم ويشاهي (58 عامًا) أصيبت بشظايا في منزلها ""على بُعد بضع مئات من الأمتار من المستشفى"" - منع الجيش الإسرائيلي سيارات الإسعاف من الوصول إليها مرارًا وتكرارًا لمدة 36 ساعة. توفيت دون تلقي العلاج الطبي."
DET-755,DET-755,hist011,#ERROR!,انتهت المعارك الرئيسية بعد تسعة أيام، لكن الجيش الإسرائيلي واصل حصاره التام للمخيم، مانعاً أي شخص من الدخول، بمن فيهم العاملون في المجال الإنساني والصحفيون ومراقبو الأمم المتحدة. واستمر الحصار لأيام بينما حاولت إسرائيل السيطرة على الرواية ومنع توثيق الدمار.
DET-756,DET-756,hist011,تم السماح أخيراً بالوصول إلى الخدمات الطبية بعد حصار دام 11 يوماً,#ERROR!
DET-757,DET-757,hist011,#ERROR!,دعا مجلس الأمن إلى تشكيل بعثة تقصي حقائق تابعة للأمم المتحدة للتحقيق في حادثة جنين. وشكّل الأمين العام للأمم المتحدة، كوفي عنان، فريقًا. وافقت إسرائيل مبدئيًا، ثم عرقلت البعثة باعتراضات إجرائية. وبعد أسابيع من التعطيل، تم حلّ البعثة دون أن تزور جنين قط. ولم يُجرَ أي تحقيق.
DET-758,DET-758,hist011,#ERROR!,#ERROR!
DET-759,DET-759,hist011,تقرير منظمة هيومن رايتس ووتش,#ERROR!
DET-760,DET-760,hist011,الأمم المتحدة تصدر تقريراً محدوداً؛ ومنظمة هيومن رايتس ووتش تنتقده,#ERROR!
DET-761,DET-761,hist011,عمليات هدم جماعية مع وجود أشخاص بداخلها (جريمة حرب),دمرت جرافات من طراز D-9 أكثر من 140 مبنى، كان العديد منها محاصراً بعائلات. أفاد شهود عيان بسماع صراخ الناس أثناء تدمير الجرافات للمنازل. لقي بعض السكان حتفهم دهساً، بينما دُفن آخرون أحياءً تحت الأنقاض. يُعدّ هذا التدمير الواسع النطاق، غير المبرر بضرورة عسكرية، جريمة حرب بموجب المادة 147 من اتفاقية جنيف.
DET-762,DET-762,hist011,#ERROR!,"قُتل محمد حواشين، البالغ من العمر 14 عامًا، برصاصتين في وجهه أثناء سيره مع نساء وأطفال باتجاه المستشفى (3 أبريل). كما قُتل كمال زغير (57 عامًا، مقعد على كرسي متحرك) برصاص الدبابات ودهسته أثناء حمله راية بيضاء (10 أبريل). وقُتلت امرأة تبلغ من العمر 60 عامًا بصاروخ أطلقته مروحية في شقة سكنية دون وجود أي فلسطينيين مسلحين. وقد وثّقت منظمة هيومن رايتس ووتش العديد من عمليات القتل ""المتعمدة أو غير القانونية"" للمدنيين."
DET-763,DET-763,hist011,#ERROR!,#ERROR!
DET-764,DET-764,hist011,استخدام المدنيين الفلسطينيين كدروع بشرية,#ERROR!
DET-765,DET-765,hist011,استخدام القوة بشكل عشوائي وغير متناسب,#ERROR!
DET-766,DET-766,hist011,عرقلة التحقيق المستقل,#ERROR!
DET-767,DET-767,hist011,#ERROR!,زرع المقاتلون الفلسطينيون عبوات ناسفة واسعة النطاق في جميع أنحاء المخيم، في أنابيب المياه وخزائن المطابخ والمداخل، مما عرّض السكان المدنيين والجنود الإسرائيليين للخطر. إن العمل من مناطق مدنية مكتظة بالسكان واستخدام الفخاخ المتفجرة التي لا تفرق بين المقاتلين والمدنيين يُعد انتهاكًا للقانون الدولي الإنساني.
DET-768,DET-768,hist012,مقتل فلسطينيين,المجلس الفلسطيني لحقوق الإنسان: 1419 (1167 مدنياً)؛ بتسيلم: 1385 (762 من غير المقاتلين)؛ مكتب الأمم المتحدة لتنسيق الشؤون الإنسانية: 1383 (773 مدنياً)
DET-769,DET-769,hist012,#ERROR!,#ERROR!
DET-770,DET-770,hist012,#ERROR!,أُصيب أكثر من 5300 شخص؛ وعانى ما يقرب من 30% منهم من إعاقة طويلة الأمد أو عجز دائم.
DET-771,DET-771,hist012,منازل مدمرة بالكامل,#ERROR!
DET-772,DET-772,hist012,تدمير الشركات الخاصة,تضررت 432 شركة إضافية؛ وخسائر اقتصادية تزيد عن 139 مليون دولار
DET-773,DET-773,hist012,#ERROR!,عشرة جنود (أربعة منهم بنيران صديقة)؛ وثلاثة مدنيين قُتلوا بنيران صاروخية
DET-774,DET-774,hist012,#ERROR!,"أذن بعملية ""الرصاص المصبوب"" واتخذ قرارات سياسية رئيسية خلالها. صرّح لاحقًا بأن العملية كانت ضرورية، لكنه أعرب عن أسفه لوقوع ضحايا مدنيين. في عام ٢٠١٥، أُدين بتهمة فساد في قضية أخرى."
DET-775,DET-775,hist012,#ERROR!,#ERROR!
DET-776,DET-776,hist012,غابي أشكينازي,القائد العسكري الأعلى خلال العملية. مسؤول عن التخطيط والتنفيذ العملياتي. تم ضمان سير العملية وفقاً للقانون الدولي.
DET-777,DET-777,hist012,إسماعيل هنية,زعيم سياسي في حماس خلال العملية. استمر في إصدار أوامر بشن هجمات صاروخية على إسرائيل. رفض عروض وقف إطلاق النار خلال العملية.
DET-778,DET-778,hist012,#ERROR!,#ERROR!
DET-779,DET-779,hist012,#ERROR!,قُتل ما بين 1383 و1419 فلسطينياً، بينهم 333 طفلاً؛ وقُتل 13 إسرائيلياً (10 جنود و3 مدنيين).
DET-780,DET-780,hist012,العواقب طويلة المدى (2011–حتى الآن),تكرر النمط الراسخ للعمليات العسكرية الإسرائيلية في غزة في أعوام 2012 و2014 و2021 و2023-2024
DET-781,DET-781,hist012,حالة المساءلة,لم تتم محاسبة أي مسؤول إسرائيلي رفيع المستوى على تخطيط العملية أو تنفيذها
DET-782,DET-782,hist012,#ERROR!,أُصيب أكثر من 5300 فلسطيني؛ حوالي 30% منهم يعانون من إعاقات دائمة
DET-783,DET-783,hist012,العواقب طويلة المدى (2011–حتى الآن),إفلات شبه تام من العقاب: 4 إدانات إسرائيلية فقط من أصل 510 شكاوى تم تقديمها بشأن حوادث الرصاص المصبوب
DET-784,DET-784,hist012,حالة المساءلة,لم تُجرَ أي ملاحقات قضائية بشأن مجزرة ساموني (21 مدنياً قُتلوا)
DET-785,DET-785,hist012,#ERROR!,#ERROR!
DET-786,DET-786,hist012,العواقب طويلة المدى (2011–حتى الآن),تضررت عملية إعادة إعمار غزة بشدة بسبب الحصار المستمر؛ ولم يتم إعادة بناء العديد من المناطق بشكل كامل.
DET-787,DET-787,hist012,حالة المساءلة,لم تُرفع أي دعاوى قضائية بشأن إضراب عائلة الداعية (مقتل 22 مدنياً)
DET-788,DET-788,hist012,#ERROR!,خلص تقرير غولدستون للأمم المتحدة (سبتمبر 2009) إلى وجود أدلة على جرائم حرب وجرائم محتملة ضد الإنسانية من كلا الجانبين.
DET-789,DET-789,hist012,العواقب طويلة المدى (2011–حتى الآن),القانون الدولي غير مُفعّل إلى حد كبير؛ تحقيق المحكمة الجنائية الدولية جارٍ ولكن لم تُجرَ أي ملاحقات قضائية لجرائم الرصاص المصبوب
DET-790,DET-790,hist012,حالة المساءلة,#ERROR!
DET-791,DET-791,hist012,#ERROR!,دعوات دولية للمساءلة؛ تقرير معتمد من مجلس حقوق الإنسان التابع للأمم المتحدة (تصويت 25-6-11)
DET-792,DET-792,hist012,العواقب طويلة المدى (2011–حتى الآن),تراجع غولدستون نفسه جزئياً عن النتائج في مقال رأي نُشر عام 2011 في صحيفة واشنطن بوست (ورفض أعضاء آخرون في البعثة التراجع).
DET-793,DET-793,hist012,حالة المساءلة,#ERROR!
DET-794,DET-794,hist012,#ERROR!,تصاعدت الانتقادات الدولية للعمليات العسكرية الإسرائيلية وحصار غزة
DET-795,DET-795,hist012,العواقب طويلة المدى (2011–حتى الآن),#ERROR!
DET-796,DET-796,hist012,حالة المساءلة,الجماعات المسلحة الفلسطينية: لا توجد تحقيقات أو ملاحقات قضائية معروفة بشأن الهجمات الصاروخية العشوائية
DET-797,DET-797,hist012,#ERROR!,#ERROR!
DET-798,DET-798,hist012,حالة المساءلة,#ERROR!
DET-799,DET-799,hist012,حالة المساءلة,#ERROR!
DET-800,DET-800,hist012,اتفاقية جنيف الرابعة - القوات الإسرائيلية,المادة 27 (الأشخاص المحميون): إن مذبحة ساموني، وعمليات القتل تحت الراية البيضاء، وغيرها من الهجمات المتعمدة على المدنيين انتهكت الحماية الأساسية.
DET-801,DET-801,hist012,انتهاكات القانون الدولي الإنساني المعتادة,التمييز: إن الهجمات على عائلة ساموني وعائلة الداعية وحاملي الراية البيضاء انتهكت المبدأ الأساسي للتمييز بين المدنيين والمقاتلين.
DET-802,DET-802,hist012,نتائج تقرير الأمم المتحدة عن غولدستون (سبتمبر 2009),جرائم الحرب: وجد التقرير أدلة على أن القوات الإسرائيلية ارتكبت أعمالاً ترقى إلى جرائم حرب، بما في ذلك القتل المتعمد والتدمير الواسع النطاق للممتلكات غير المبررة بالضرورة العسكرية.
DET-803,DET-803,hist012,انتهاكات قانون حقوق الإنسان,الحق في الحياة (المادة 6 من العهد الدولي الخاص بالحقوق المدنية والسياسية): يُعدّ القتل العمد للمدنيين انتهاكاً للحق في الحياة. وقد وُجد أن قضية الداعية تحديداً تنتهك المادة 6.
DET-804,DET-804,hist012,اتفاقية جنيف الرابعة - القوات الإسرائيلية,المادة 33 (العقوبات الجماعية): وجدت بعثة الأمم المتحدة عملية مصممة لمعاقبة وإذلال وترويع السكان المدنيين في غزة - وهي مثال نموذجي للعقوبة الجماعية.
DET-805,DET-805,hist012,انتهاكات القانون الدولي الإنساني المعتادة,التناسب: وجدت بعثة الأمم المتحدة استخداماً غير متناسب للقوة بشكل متعمد طوال العملية.
DET-806,DET-806,hist012,نتائج تقرير الأمم المتحدة عن غولدستون (سبتمبر 2009),جرائم ضد الإنسانية: خلص التقرير إلى أن الأعمال الإسرائيلية قد ترقى إلى جرائم ضد الإنسانية - هجوم غير متناسب بشكل متعمد مصمم لمعاقبة وإذلال وترويع السكان المدنيين.
DET-807,DET-807,hist012,انتهاكات قانون حقوق الإنسان,الحق في السكن اللائق: إن تدمير 3540 منزلاً، مما أدى إلى تشريد أكثر من 20000 شخص، انتهك الحق في السكن اللائق بموجب العهد الدولي الخاص بالحقوق الاقتصادية والاجتماعية والثقافية.
DET-808,DET-808,hist012,اتفاقية جنيف الرابعة - القوات الإسرائيلية,#ERROR!
DET-809,DET-809,hist012,انتهاكات القانون الدولي الإنساني المعتادة,#ERROR!
DET-810,DET-810,hist012,نتائج تقرير الأمم المتحدة عن غولدستون (سبتمبر 2009),#ERROR!
DET-811,DET-811,hist012,انتهاكات قانون حقوق الإنسان,الحق في الصحة: ​​إن الهجمات على المستشفيات والمرافق الطبية وتدمير البنية التحتية الصحية تنتهك الحق في الصحة.
DET-812,DET-812,hist012,اتفاقية جنيف الرابعة - القوات الإسرائيلية,#ERROR!
DET-813,DET-813,hist012,انتهاكات القانون الدولي الإنساني المعتادة,الأهداف المحمية: الهجمات المباشرة على مستشفى القدس ومجمع الأونروا انتهكت وضعها المحمي.
DET-814,DET-814,hist012,نتائج تقرير الأمم المتحدة عن غولدستون (سبتمبر 2009),#ERROR!
DET-815,DET-815,hist012,انتهاكات قانون حقوق الإنسان,#ERROR!
DET-816,DET-816,hist012,نوع الحدث,
DET-817,DET-817,hist012,الجناة,
DET-818,DET-818,hist012,تَحَقّق,
DET-819,DET-819,hist012,#ERROR!,
DET-820,DET-820,hist012,#ERROR!,#ERROR!
DET-821,DET-821,hist012,عطية السموني,#ERROR!
DET-822,DET-822,hist012,#ERROR!,أدلى بشهادته حول علاج إصابات الفوسفور الأبيض: لقد رأينا حروقًا لم نرَ مثلها من قبل. يستمر الفوسفور في الاحتراق حتى داخل الجسم. لم تكن لدينا خبرة في علاج مثل هذه الأسلحة. توفي العديد من المرضى بسبب هذه الحروق.
DET-823,DET-823,hist012,جون دوغارد,#ERROR!
DET-824,DET-824,hist012,#ERROR!,شهادة جندي مجهول: أوضح القادة الأمر جلياً - حياتنا تأتي أولاً، ثم الاعتبارات الأخلاقية. قيل لنا إنه إذا رأينا أي شخص، حتى لو بدا بريئاً، إذا شعرنا بالتهديد، فسنطلق النار. كان الدمار لا يُتصور. دمرنا منازل كثيرة لم تكن تخدم أي غرض عسكري.
DET-825,DET-825,hist012,#ERROR!,#ERROR!
DET-826,DET-826,hist012,#ERROR!,#ERROR!
DET-827,DET-827,hist012,#ERROR!,#ERROR!
DET-828,DET-828,hist012,#ERROR!,#ERROR!
DET-829,DET-829,hist012,#ERROR!,#ERROR!
DET-830,DET-830,hist012,#ERROR!,#ERROR!
DET-831,DET-831,hist012,أسبوع من القصف الجوي,استهدفت غارات جوية متواصلة مباني حكومية ومراكز شرطة ومساجد ومنازل وبنية تحتية. قصف بحري إسرائيلي من عرض البحر. استخدام الفوسفور الأبيض في المناطق المأهولة بالسكان. مقتل المئات.
DET-832,DET-832,hist012,#ERROR!,تقتحم القوات البرية الإسرائيلية قطاع غزة من الشمال والشرق. وتدخل الدبابات والمشاة منطقتي بيت لاهيا وبيت حانون. وبذلك، يُقسّم قطاع غزة فعلياً إلى قسمين. ويهرب عشرات الآلاف من منازلهم.
DET-833,DET-833,hist012,مذبحة عائلة ساموني,أمر جنود إسرائيليون نحو مئة فرد من عائلة صاموني بالاحتماء في مبنى واحد بمنطقة زيتون. وفي الخامس من يناير/كانون الثاني، أسفر القصف عن مقتل 21 مدنياً. وظل الناجون محاصرين مع جثث الضحايا لأيام، ومنع الصليب الأحمر وصولهم.
DET-834,DET-834,hist012,#ERROR!,#ERROR!
DET-835,DET-835,hist012,#ERROR!,حوادث متعددة قتل فيها جنود إسرائيليون فلسطينيين كانوا يفرون حاملين رايات بيضاء. قُتلت ماجدة وريا حجاج (37 و65 عامًا على التوالي) بالرصاص أثناء فرارهما. وثّقت بعثة الأمم المتحدة سبع حوادث من هذا القبيل.
DET-836,DET-836,hist012,تعرض مجمع الأونروا للهجوم,تعرض مجمع وكالة الأمم المتحدة لإغاثة وتشغيل اللاجئين الفلسطينيين (الأونروا) في مدينة غزة لقصف شديد الانفجار وقنابل الفوسفور الأبيض. وكان يقطنه ما بين 600 و700 مدني. واستمر الهجوم لساعات رغم تنبيه القوات الإسرائيلية للمخاطر.
DET-837,DET-837,hist012,تعرض مستشفى القدس للهجوم,#ERROR!
DET-838,DET-838,hist012,تم إعلان وقف إطلاق النار,#ERROR!
DET-839,DET-839,hist012,تم إنشاء بعثة الأمم المتحدة لتقصي الحقائق,أنشأ مجلس حقوق الإنسان التابع للأمم المتحدة بعثة لتقصي الحقائق بقيادة القاضي ريتشارد غولدستون للتحقيق في الانتهاكات المحتملة للقانون الدولي من قبل جميع الأطراف أثناء النزاع.
DET-840,DET-840,hist012,#ERROR!,أصدرت بعثة الأمم المتحدة تقريراً من 575 صفحة يوثق جرائم حرب مزعومة ارتكبها الجيش الإسرائيلي وجماعات فلسطينية مسلحة. ويخلص التقرير إلى وجود أدلة على هجمات متعمدة وغير متناسبة ضد المدنيين.
DET-841,DET-841,hist012,#ERROR!,#ERROR!
DET-842,DET-842,hist012,مذبحة عائلة ساموني,أجبر جنود إسرائيليون نحو مئة فرد من عائلة صاموني على اللجوء إلى مبنى واحد في منطقة زيتون، واحتجزوهم لمدة أربع وعشرين ساعة، ثم قصفوا المبنى ما أسفر عن مقتل 21 مدنياً. وظل الناجون محاصرين مع جثث القتلى لأيام، ومُنعت سيارات الإسعاف من الوصول إلى المنطقة.
DET-843,DET-843,hist012,#ERROR!,"أسفرت غارة صاروخية شنتها طائرة إف-16 على منزل عائلة الداعية عن مقتل 22 مدنياً، معظمهم من النساء والأطفال. واعترف الجيش الإسرائيلي لاحقاً بأن الهجوم كان خطأً. وخلصت بعثة الأمم المتحدة إلى وجود ""تقصير كبير في بذل العناية الواجبة""."
DET-844,DET-844,hist012,#ERROR!,قتل جنود إسرائيليون ما لا يقل عن 11 مدنياً فلسطينياً كانوا يفرون حاملين رايات بيضاء. وتشمل الحالات الموثقة مقتل امرأتين (ماجدة وريا حجاج، تبلغان من العمر 37 و65 عاماً على التوالي).
DET-845,DET-845,hist012,الفوسفور الأبيض في المناطق المأهولة بالسكان,استخدمت القوات الإسرائيلية الفوسفور الأبيض - وهو مادة غير قانونية عند استخدامها في المناطق المأهولة بالسكان - في هجمات على مستشفيين (القدس والوفاء)، ومجمع الأمم المتحدة في مدينة غزة، ومناطق سكنية مكتظة بالسكان.
DET-846,DET-846,hist012,الهجمات على المرافق الطبية ومرافق الأمم المتحدة,#ERROR!
DET-847,DET-847,hist012,#ERROR!,#ERROR!
DET-848,DET-848,hist012,#ERROR!,خلصت بعثة الأمم المتحدة إلى أن العمليات كانت مُخططة بعناية في جميع مراحلها، وأن أنماطها تشير إلى استهداف مُتعمد للمدنيين. ووُصفت بأنها هجوم غير متناسب بشكل مُتعمد، يهدف إلى معاقبة السكان المدنيين وإذلالهم وترويعهم.
DET-849,DET-849,hist012,الهجمات الصاروخية الفلسطينية (جريمة حرب),أطلقت الفصائل الفلسطينية المسلحة أكثر من 900 صاروخ وقذيفة هاون على إسرائيل خلال العملية، ما أسفر عن مقتل 3 مدنيين إسرائيليين. وخلص تقرير غولدستون إلى أن هذه الهجمات كانت عشوائية وترقى إلى جرائم حرب.
DET-850,DET-850,hist014,مقتل فلسطينيين,#ERROR!
DET-851,DET-851,hist014,#ERROR!,وثّقت الأمم المتحدة مقتل 551 طفلاً و299 امرأة. وشكّلت النساء 20.2% من القتلى المدنيين، وهي نسبة أعلى من العمليات السابقة.
DET-852,DET-852,hist014,مقتل عائلات بأكملها,وثّقت منظمة بتسيلم 72 حادثة قُتلت فيها عائلات بأكملها داخل منازلها. عائلة البطش: 18 قتيلاً؛ عائلة أبو جامع: 17 قتيلاً؛ عائلة النجار: 26 قتيلاً
DET-853,DET-853,hist014,#ERROR!,يشمل ذلك 3436 طفلاً. أُصيب ما يقرب من 1000 طفل بإعاقات دائمة؛ وأصبح 1500 طفل يتيماً.
DET-854,DET-854,hist014,منازل مدمرة بالكامل,تضررت 89 ألف منزل إضافي (10 آلاف منها تضررت بشدة). ودُمّرت أحياء بأكملها: الشجاعية، وبيت حانون، وخزاعة.
DET-855,DET-855,hist014,المدارس المتضررة أو المدمرة,دُمّرت ثلاث مدارس حكومية تدميراً كاملاً، وأُصيبت 23 مدرسة أخرى بأضرار بالغة. كما تعرّضت مدارس تابعة للأمم المتحدة، كانت تؤوي نازحين، لهجوم.
DET-856,DET-856,hist014,منشآت طبية تتعرض للهجوم,"تدمير أو إلحاق أضرار بالمستشفيات والعيادات وسيارات الإسعاف. أسفر الهجوم على مستشفى الأقصى عن مقتل 5 أشخاص. ووجدت منظمة العفو الدولية ""أدلة متزايدة"" على الاستهداف المتعمد."
DET-857,DET-857,hist014,#ERROR!,#ERROR!
DET-858,DET-858,hist014,مقتل إسرائيليين,#ERROR!
DET-859,DET-859,hist014,#ERROR!,#ERROR!
DET-860,DET-860,hist014,#ERROR!,أطلق الجيش الإسرائيلي 5000 طن من الذخائر، و14500 قذيفة دبابة، و35000 قذيفة مدفعية على مدى 51 يومًا
DET-861,DET-861,hist014,#ERROR!,أطلقت الجماعات الفلسطينية المسلحة 4881 قذيفة على إسرائيل؛ وقد اعترضت منظومة القبة الحديدية العديد منها.
DET-862,DET-862,hist014,بنيامين نتنياهو,أذن بعملية الجرف الصامد. واتخذ قرارات سياسية رئيسية، بما في ذلك استمرار العملية رغم الاحتجاجات الدولية. ودافع عن العملية باعتبارها متناسبة وضرورية. ورفض نتائج لجنة الأمم المتحدة.
DET-863,DET-863,hist014,موشيه يعالون,أشرف على التخطيط والتنفيذ العسكريين. دافع عن عمليات الجيش الإسرائيلي، بما في ذلك تدمير محطة توليد الطاقة. أعرب لاحقاً عن بعض الأسف إزاء الخسائر في صفوف المدنيين، لكنه أكد أن العملية كانت مبررة.
DET-864,DET-864,hist014,#ERROR!,#ERROR!
DET-865,DET-865,hist014,إسماعيل هنية,زعيم سياسي لحماس خلال العملية. أذن باستمرار الهجمات الصاروخية طوال العملية. رفض عروض وقف إطلاق النار. يرأس حالياً المكتب السياسي لحماس.
DET-866,DET-866,hist014,محمد ديف,#ERROR!
DET-867,DET-867,hist014,ماري ماكجوان ديفيس,قاد تحقيق الأمم المتحدة في عملية الجرف الصامد. قاضٍ فيدرالي أمريكي سابق. وثّقت اللجنة انتهاكات من كلا الجانبين، ووجدت أدلة على جرائم حرب.
DET-868,DET-868,hist014,الأثر الفوري (2014-2016),#ERROR!
DET-869,DET-869,hist014,#ERROR!,تعرقلت عملية إعادة الإعمار بشدة: بعد مرور أربع سنوات، لا يزال 75% من المنازل المدمرة غير معاد بناؤها بسبب الحصار.
DET-870,DET-870,hist014,حالة المساءلة,✗ لم تتم محاكمة أي مسؤول أو جندي إسرائيلي بسبب انتهاكات موثقة
DET-871,DET-871,hist014,الأثر الفوري (2014-2016),#ERROR!
DET-872,DET-872,hist014,#ERROR!,#ERROR!
DET-873,DET-873,hist014,حالة المساءلة,✗ لا محاسبة على هجوم الشجاعية (مقتل أكثر من 100 مدني)
DET-874,DET-874,hist014,الأثر الفوري (2014-2016),تدمير البنية التحتية: محطة توليد كهرباء، 262 مدرسة، 73 منشأة طبية، وشبكات مياه وصرف صحي مدمرة
DET-875,DET-875,hist014,#ERROR!,#ERROR!
DET-876,DET-876,hist014,حالة المساءلة,#ERROR!
DET-877,DET-877,hist014,الأثر الفوري (2014-2016),انهيار اقتصادي: خسائر بقيمة 6 مليارات دولار؛ انكماش الناتج المحلي الإجمالي لغزة بنسبة 15%
DET-878,DET-878,hist014,#ERROR!,#ERROR!
DET-879,DET-879,hist014,حالة المساءلة,✗ لا محاسبة على الهجمات التي استهدفت المباني السكنية (إبادة 72 عائلة)
DET-880,DET-880,hist014,الأثر الفوري (2014-2016),خلصت لجنة تابعة للأمم المتحدة إلى وجود أدلة على ارتكاب جرائم حرب من قبل كل من القوات الإسرائيلية والجماعات المسلحة الفلسطينية
DET-881,DET-881,hist014,#ERROR!,تآكل القانون الدولي: تجاهل نتائج الأمم المتحدة؛ وتأسيس سابقة لرفض المساءلة الدولية
DET-882,DET-882,hist014,حالة المساءلة,#ERROR!
DET-883,DET-883,hist014,الأثر الفوري (2014-2016),#ERROR!
DET-884,DET-884,hist014,#ERROR!,"بدأ تحقيق المحكمة الجنائية الدولية في عام 2015 (قبلت فلسطين الاختصاص القضائي)، ولكن بعد سنوات لم تُوجه أي اتهامات بخصوص قضية ""الجرف الواقي""."
DET-885,DET-885,hist014,حالة المساءلة,#ERROR!
DET-886,DET-886,hist014,الأثر الفوري (2014-2016),أكثر من ألف طفل يعانون من إعاقات دائمة؛ صدمة نفسية هائلة في جميع أنحاء سكان غزة
DET-887,DET-887,hist014,#ERROR!,الترسخ السياسي: تعززت رواية نتنياهو الأمنية؛ وبقيت حماس في السلطة رغم الدمار.
DET-888,DET-888,hist014,حالة المساءلة,✗ التحقيقات العسكرية الإسرائيلية: مئات الشكاوى، وعدد قليل من الإدانات البسيطة غير المرتبطة بحوادث كبرى
DET-889,DET-889,hist014,#ERROR!,الصدمات النفسية المتوارثة: أفادت اليونيسف أن أكثر من 400 ألف طفل بحاجة إلى دعم نفسي
DET-890,DET-890,hist014,حالة المساءلة,#ERROR!
DET-891,DET-891,hist014,حالة المساءلة,✓ وثّقت لجنة الأمم المتحدة الانتهاكات ودعت إلى المساءلة
DET-892,DET-892,hist014,حالة المساءلة,✓ المحكمة الجنائية الدولية لها اختصاص قضائي وتجري تحقيقاً مستمراً (منذ عام 2021 وحتى الآن)
DET-893,DET-893,hist014,حالة المساءلة,#ERROR!
DET-894,DET-894,hist014,انتهاكات اتفاقية جنيف الرابعة - القوات الإسرائيلية,"المادة 27 (الأشخاص المحميون): ""يجب معاملة الأشخاص المحميين معاملة إنسانية... وحمايتهم من جميع أعمال العنف"". إن الهجمات على المباني السكنية التي أسفرت عن مقتل عائلات بأكملها، وعمليات القتل على الشواطئ، والاعتداء على الشجاعية، انتهكت هذه الحماية."
DET-895,DET-895,hist014,انتهاكات القانون الدولي الإنساني العرفي,التمييز: يجب أن تميز الهجمات بين المدنيين والمقاتلين. إن استخدام المدفعية في الشجاعية (92000 مدني/6 كم²)، والهجمات على المباني السكنية، وعمليات القتل على الشاطئ، كلها انتهاكات لمبدأ التمييز.
DET-896,DET-896,hist014,#ERROR!,#ERROR!
DET-897,DET-897,hist014,تحقيقات الحوادث المحددة,#ERROR!
DET-898,DET-898,hist014,الأشخاص والأشياء المحمية,"المرافق الطبية: تنص المادة 18 من اتفاقية جنيف الرابعة على حماية المستشفيات. تعرضت 73 منشأة طبية للهجوم. ووجدت منظمة العفو الدولية ""أدلة متزايدة"" على استهداف متعمد - وهو انتهاك جسيم."
DET-899,DET-899,hist014,انتهاكات اتفاقية جنيف الرابعة - القوات الإسرائيلية,#ERROR!
DET-900,DET-900,hist014,انتهاكات القانون الدولي الإنساني العرفي,#ERROR!
DET-901,DET-901,hist014,#ERROR!,الجرائم المحتملة ضد الإنسانية: لاحظت اللجنة أن نمط وحجم الهجمات على المدنيين قد يشكل جرائم ضد الإنسانية، على الرغم من أنها امتنعت عن التوصل إلى استنتاج نهائي في انتظار إجراء تحقيق كامل.
DET-902,DET-902,hist014,تحقيقات الحوادث المحددة,الشجاعية: خلصت اللجنة إلى أن الاستخدام العشوائي للمدفعية في منطقة ذات كثافة مدنية تفوق كثافة تل أبيب بثلاثة أضعاف يُعد انتهاكاً لقوانين الحرب. أكثر من 100 قتيل خلال 24 ساعة.
DET-903,DET-903,hist014,الأشخاص والأشياء المحمية,#ERROR!
DET-904,DET-904,hist014,انتهاكات اتفاقية جنيف الرابعة - القوات الإسرائيلية,"المادة 53 (تدمير الممتلكات): ""أي تدمير... محظور، إلا إذا اقتضت الضرورة القصوى للعمليات العسكرية"". إن تدمير 18000 منزل ومحطة توليد كهرباء ومرافق طبية ومدارس يتجاوز بكثير الضرورة العسكرية."
DET-905,DET-905,hist014,انتهاكات القانون الدولي الإنساني العرفي,الاحتياطات في الهجوم: يجب على الأطراف اتخاذ الاحتياطات الممكنة للحد من الأضرار التي تلحق بالمدنيين. ورغم التحذيرات والتنبيهات، فإن مقتل 551 طفلاً يشير إلى عدم كفاية الاحتياطات. وقد انتهكت الهجمات على مدارس الأمم المتحدة المحددة هذه الاحتياطات.
DET-906,DET-906,hist014,#ERROR!,جرائم الحرب - الجماعات المسلحة الفلسطينية: وجدت اللجنة أن الهجمات الصاروخية العشوائية وعمليات الإعدام خارج نطاق القضاء تشكل جرائم حرب بموجب المادة 3 المشتركة والقانون الدولي الإنساني العرفي.
DET-907,DET-907,hist014,تحقيقات الحوادث المحددة,#ERROR!
DET-908,DET-908,hist014,الأشخاص والأشياء المحمية,منشآت الأمم المتحدة: تتمتع المنشآت التي تحمل علامات الأمم المتحدة بوضع حماية خاص. وقد انتهكت الهجمات المتعددة على مدارس الأونروا، رغم التنسيق بينها، هذه الحماية.
